Joints
200
,,Mathew:HandOuter_Thumb,,,Mathew:LowerArm_HandOuter,,,Mathew:UpperArm_LowerArm,,,Mathew:World_UpperArm,,,,,,
Frame,Sub Frame,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,TX,TY,TZ
,,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,mm,mm,mm
1,0,16.2882,-1.70853,-0.00314435,10.0351,4.43093,36.6971,7.84763,54.2035,-87.2642,-14.0277,-22.2712,-120.78,415.682,24.4461,624.703
2,0,2.60206,21.1176,-6.91883,5.49091,29.703,62.4008,6.64662,55.084,-90.3195,-14.0475,-23.429,-119.668,415.585,23.7642,624.127
3,0,4.39175,33.4846,-2.35087,2.12348,40.48,74.9616,6.47078,55.3332,-91.9331,-14.625,-25.1721,-118.399,415.839,21.1497,624.045
4,0,8.17303,43.388,-1.18161,-1.53515,52.9712,86.3557,6.085,55.9016,-91.5829,-14.6991,-25.3964,-118.186,415.46,21.1506,624.053
5,0,8.9007,44.0079,-9.05745,-1.43849,52.4262,87.5743,6.19507,55.7885,-92.1066,-14.5257,-25.6297,-118.109,415.136,21.2183,624.594
6,0,9.77009,45.6502,-11.7186,-1.38465,52.7429,88.2008,6.17241,55.8909,-91.9739,-14.3697,-26.0652,-117.957,414.815,21.3268,624.535
7,0,10.2257,46.1349,-14.7211,-2.07889,53.2164,88.0047,6.01294,56.0116,-91.8167,-14.1398,-26.429,-117.761,414.602,21.5575,624.574
8,0,14.914,40.7805,-13.7741,-4.11919,51.7004,85.2445,6.24324,56.4307,-91.7304,-14.0556,-26.9409,-116.961,414.367,21.5637,624.596
9,0,18.0068,35.4474,-10.7965,-4.72038,50.6554,83.0081,6.77382,56.7945,-91.6415,-13.9275,-27.3436,-116.281,414.077,21.7224,624.672
10,0,19.0408,31.7358,-5.19992,-4.80311,50.0116,80.7411,6.95757,57.0303,-91.1442,-13.8142,-27.8066,-115.827,413.939,21.8726,624.789
11,0,20.5522,28.4701,-5.11311,-5.54766,48.6953,78.8232,6.77423,56.831,-90.8953,-13.6497,-28.297,-115.854,413.721,21.9573,624.612
12,0,20.4356,26.0252,-2.51099,-5.64116,48.0739,76.6763,6.62217,56.8241,-90.2874,-13.4884,-28.681,-115.817,413.449,22.1224,624.527
13,0,21.1924,22.7745,-3.72087,-5.74274,47.0071,75.059,6.90764,56.8273,-90.215,-13.1716,-29.1737,-115.654,413.256,22.2268,624.627
14,0,23.2678,21.2149,-3.59731,-5.88125,46.1111,73.2715,7.0351,57.0056,-89.744,-12.9231,-29.5448,-115.603,413.007,22.4105,624.55
15,0,26.3973,20.1226,-4.02319,-6.20607,44.823,71.8429,7.20539,57.1629,-89.395,-12.6195,-29.8708,-115.508,412.718,22.7064,624.379
16,0,28.7349,19.005,-3.22364,-6.47297,43.3699,70.6838,7.32218,57.0225,-89.2836,-12.2575,-30.3569,-115.415,412.527,22.9107,624.431
17,0,27.8498,18.1911,-3.2266,-6.47504,42.7502,69.0598,7.35744,57.0797,-88.829,-12.147,-30.7402,-115.2,412.117,23.1139,624.423
18,0,30.7868,18.0672,-0.375273,-6.96461,40.8884,68.3411,7.231,56.8538,-88.6144,-12.0421,-31.1933,-115.126,411.76,23.3701,624.44
19,0,32.288,18.5375,-3.25818,-7.4532,39.5694,67.2651,7.17932,56.6518,-88.452,-11.9606,-31.7766,-115.024,411.446,23.4887,624.646
20,0,35.7854,18.8669,-1.25839,-8.02972,37.6857,66.5994,7.17111,56.4429,-88.2861,-11.8486,-32.2338,-114.927,411.155,23.7329,624.532
21,0,36.96,19.4229,-2.05346,-8.24534,36.7593,65.3276,7.30996,56.6193,-87.7664,-11.6048,-32.5756,-114.712,410.758,23.9858,624.277
22,0,37.0233,17.6661,-0.237943,-7.99149,35.9673,64.2534,7.75732,56.6882,-87.6812,-11.4166,-33.0606,-114.324,410.413,24.1882,624.343
23,0,36.4138,17.943,-2.17292,-8.12025,35.2688,63.0284,7.88851,56.6878,-87.3966,-11.4283,-33.585,-114,409.992,24.3221,624.221
24,0,43.467,20.637,-0.600364,-8.96167,32.2994,63.4702,8.40629,56.7935,-87.4204,-11.258,-34.1312,-113.455,409.678,24.476,624.194
25,0,45.9631,20.9445,-1.6817,-9.8695,30.1893,63.0569,8.68757,56.3057,-87.0807,-11.073,-34.6313,-113.362,409.359,24.6694,624.252
26,0,41.5531,17.9418,-0.151017,-9.01593,31.0617,60.8167,8.39494,56.1152,-86.8548,-11.0187,-35.0506,-113.51,408.937,24.8942,624.314
27,0,48.0803,22.8376,-0.992978,-10.6238,27.9212,61.7139,8.69335,55.8759,-86.2949,-11.0329,-35.5662,-113.157,408.515,25.136,624.176
28,0,41.5669,19.7563,-4.30868,-10.6426,28.815,59.8462,9.43335,55.6909,-84.8768,-10.9516,-35.9217,-112.783,408.167,25.402,624.099
29,0,39.8966,17.6289,0.654382,-10.2703,28.0896,59.2382,9.63391,55.4999,-84.8493,-10.9235,-36.3361,-112.454,407.743,25.6131,624.199
30,0,28.2061,12.0406,-0.740878,6.43869,0.532535,21.3074,6.27348,58.0491,-91.546,-10.587,-37.1676,-112.411,407.324,26.1598,623.092
31,0,30.3281,13.134,-0.93591,5.58995,-0.268326,21.6324,6.91575,57.9591,-91.0477,-10.5616,-37.652,-111.896,406.852,26.4408,623.102
32,0,32.5247,14.197,0.384333,5.16584,-0.703262,21.7859,6.98828,58.111,-91.6266,-10.5842,-38.0047,-111.454,406.374,26.675,623.056
33,0,30.7389,13.6192,1.69657,5.44533,-0.352498,21.5417,6.93191,57.9275,-91.5403,-10.3618,-38.3683,-111.547,406.125,27.0174,623.237
34,0,29.8294,13.5755,1.94401,5.38202,-0.297451,21.4098,7.0886,57.7858,-91.1334,-10.2233,-38.6748,-111.536,405.773,27.2372,623.3
35,0,24.1972,14.9475,2.84751,6.22094,3.76185,25.1025,7.07325,57.388,-90.7727,-9.93014,-38.9422,-111.811,405.482,27.597,623.121
36,0,26.7168,10.6841,-2.27608,7.088,-4.5197,15.8196,7.30167,57.1351,-90.145,-9.79657,-39.1533,-111.851,405.012,27.9819,622.805
37,0,27.9054,8.13963,1.30428,6.96462,-6.07909,13.0115,7.01136,56.9028,-90.2518,-9.60662,-39.4324,-112.1,404.75,28.3107,623.04
38,0,25.6905,10.2613,2.50877,6.06685,-1.43803,17.5991,7.06005,57.0691,-90.4171,-9.70422,-39.777,-111.748,404.351,28.5391,623.185
39,0,24.6707,13.6871,3.08701,4.98998,2.96261,22.4336,7.05911,57.0131,-90.2697,-9.59459,-39.9288,-111.758,403.996,28.8833,623.216
40,0,24.2541,20.7905,3.51922,3.25241,11.3083,32.0044,7.18719,56.9864,-90.2979,-9.59472,-40.1651,-111.55,403.536,29.1354,623.222
41,0,25.0996,22.1386,2.31931,2.75716,10.5704,32.2948,7.52183,56.794,-90.0126,-9.63469,-40.4714,-111.276,403.045,29.3226,623.044
42,0,24.4091,21.0784,-1.64301,2.12898,10.7241,31.601,7.51624,56.4826,-90.0601,-9.49667,-40.8465,-111.244,402.62,29.5533,623.061
43,0,26.1181,14.2806,-2.78523,3.36806,0.445171,19.8765,7.23718,56.2585,-90.0668,-9.38634,-41.104,-111.446,402.318,29.6822,623.047
44,0,26.0312,15.6154,4.67664,2.45027,4.72406,23.7056,6.8731,56.2715,-90.5955,-9.30539,-41.2829,-111.559,402.026,29.8706,622.991
45,0,26.6444,16.7593,10.1897,2.35387,4.70517,23.9886,6.91895,56.2634,-90.6536,-9.21097,-41.4063,-111.515,401.681,30.0784,623.04
46,0,25.3769,15.9669,0.838284,2.83751,-2.40102,17.349,7.33672,56.2097,-90.187,-9.37378,-41.7071,-111.061,401.335,30.2759,623.131
47,0,25.4417,15.2176,-3.23279,2.67352,-4.802,14.544,7.30314,56.2914,-90.359,-9.44283,-41.941,-110.831,401.001,30.4705,623.143
48,0,28.2583,8.46173,-2.98735,4.37398,-17.6635,1.59881,7.66477,56.2673,-90.1249,-9.68063,-42.3477,-110.33,400.541,30.584,623.133
49,0,29.1545,8.62176,-4.49109,3.38781,-18.0522,1.08568,7.5869,56.1119,-90.0592,-9.59901,-42.5182,-110.288,400.278,30.953,623.059
50,0,34.8276,1.70245,-2.74122,5.53498,-33.8019,-14.5966,7.77677,55.656,-89.3588,-9.44785,-42.6854,-110.483,400.021,31.1875,622.962
51,0,22.5106,20.128,-2.5215,-0.0715584,7.48942,24.6675,7.29857,55.8251,-91.5868,-9.02456,-43.1245,-110.638,399.706,31.6352,622.318
52,0,23.4142,20.8299,-0.914874,-0.767007,7.55624,25.8307,7.39384,55.4119,-91.3711,-8.88941,-43.215,-110.763,399.439,31.8444,622.45
53,0,23.7828,21.8996,1.39001,-1.24177,7.5968,26.3061,7.35777,55.3964,-91.4637,-8.9401,-43.2605,-110.687,399.045,32.0088,622.417
54,0,23.3267,22.6436,2.90941,-1.42393,7.84775,26.1428,7.20881,55.5179,-91.8976,-8.76607,-43.2749,-110.671,398.859,32.2785,622.439
55,0,22.4028,22.9178,2.52097,-1.27222,8.13109,25.801,7.06636,55.7725,-92.5638,-8.74699,-43.3701,-110.475,398.606,32.4358,622.483
56,0,21.7598,22.3526,1.17765,-1.82563,8.4107,25.0417,6.99932,55.9046,-92.6586,-8.74332,-43.4139,-110.331,398.312,32.6996,622.395
57,0,21.4317,22.464,1.22835,-2.23619,8.20993,24.8764,7.12506,55.7575,-92.5014,-8.69803,-43.5825,-110.245,398.093,32.8925,622.358
58,0,22.7567,23.9039,0.224714,-4.33823,6.00308,25.7745,7.87869,55.31,-90.0371,-9.04219,-43.3542,-109.909,397.755,32.9803,622.873
59,0,22.6921,23.8381,0.206667,-4.51535,5.90381,25.5587,7.8597,55.2559,-90.1329,-9.05858,-43.4384,-109.85,397.485,33.176,622.877
60,0,22.6921,23.8381,0.206667,-4.51535,5.90381,25.5587,7.8597,55.2559,-90.1329,-9.05858,-43.4384,-109.85,397.485,33.176,622.877
61,0,51.1493,22.2794,-2.89389,-13.4212,4.1393,24.025,7.19797,56.1928,-92.8018,-9.63636,-43.3703,-109.18,396.589,33.1861,623.359
62,0,51.1493,22.2794,-2.89389,-13.4212,4.1393,24.025,7.19797,56.1928,-92.8018,-9.63636,-43.3703,-109.18,396.589,33.1861,623.359
63,0,43.7744,19.0461,0.59507,-10.8795,5.22624,23.614,7.31393,55.9672,-92.8219,-9.65972,-43.5221,-109.197,396.026,33.3441,623.376
64,0,43.8554,19.1051,1.0206,-10.9291,5.19399,23.6333,7.31233,55.9661,-92.823,-9.64687,-43.5338,-109.195,395.924,33.3775,623.366
65,0,43.9042,19.147,1.39358,-10.988,5.15741,23.6546,7.3125,55.9583,-92.8318,-9.63109,-43.5441,-109.191,395.777,33.4181,623.337
66,0,43.9425,19.1724,1.54006,-11.0501,5.11739,23.6787,7.31708,55.9449,-92.8509,-9.61832,-43.5516,-109.187,395.625,33.4589,623.308
67,0,44.0062,19.1984,1.48387,-11.1071,5.07904,23.7026,7.32342,55.93,-92.8732,-9.61048,-43.5581,-109.184,395.486,33.5118,623.299
68,0,44.0062,19.1984,1.48387,-11.1071,5.07904,23.7026,7.32342,55.93,-92.8732,-9.61048,-43.5581,-109.184,395.486,33.5118,623.299
69,0,44.637,19.4513,0.775288,-11.3285,4.96127,23.761,7.35361,55.8578,-92.971,-9.60547,-43.5557,-109.171,395.06,33.6789,623.275
70,0,44.637,19.4513,0.775288,-11.3285,4.96127,23.761,7.35361,55.8578,-92.971,-9.60547,-43.5557,-109.171,395.06,33.6789,623.275
71,0,44.7714,19.5145,0.819463,-11.3599,4.94312,23.7707,7.35573,55.8413,-92.986,-9.6024,-43.5599,-109.166,394.944,33.7207,623.3
72,0,44.8812,19.5669,0.861695,-11.3979,4.92163,23.782,7.36171,55.8237,-93.0078,-9.60298,-43.5611,-109.164,394.833,33.7678,623.305
73,0,44.8812,19.5669,0.861695,-11.3979,4.92163,23.782,7.36171,55.8237,-93.0078,-9.60298,-43.5611,-109.164,394.833,33.7678,623.305
74,0,45.4554,19.7812,-0.0467443,-11.5707,4.80594,23.8534,7.39745,55.7516,-93.1074,-9.6178,-43.5398,-109.155,394.418,33.8525,623.312
75,0,45.5237,19.8209,0.125212,-11.6046,4.78149,23.8692,7.40128,55.7373,-93.123,-9.61953,-43.5359,-109.152,394.336,33.8631,623.332
76,0,45.576,19.8572,0.368835,-11.6445,4.75635,23.8838,7.40904,55.7243,-93.1429,-9.61991,-43.5321,-109.152,394.236,33.8749,623.341
77,0,45.6538,19.8952,0.421304,-11.6766,4.73611,23.8956,7.41389,55.7095,-93.1599,-9.62131,-43.5263,-109.149,394.141,33.8786,623.361
78,0,45.7382,19.9331,0.409717,-11.7072,4.71736,23.9063,7.42053,55.6945,-93.1789,-9.62447,-43.5193,-109.147,394.047,33.8832,623.367
79,0,46.1856,20.1149,-0.0440593,-11.851,4.64176,23.9427,7.45278,55.6327,-93.2556,-9.65061,-43.4853,-109.148,393.746,33.8998,623.418
80,0,46.1856,20.1149,-0.0440593,-11.851,4.64176,23.9427,7.45278,55.6327,-93.2556,-9.65061,-43.4853,-109.148,393.746,33.8998,623.418
81,0,46.2033,20.1548,0.592159,-11.8911,4.6264,23.9466,7.45743,55.6228,-93.267,-9.65332,-43.4822,-109.149,393.648,33.9058,623.437
82,0,46.2243,20.1713,0.730391,-11.9298,4.60737,23.955,7.46254,55.6087,-93.282,-9.66007,-43.4756,-109.149,393.563,33.8981,623.458
83,0,46.2717,20.2015,0.902257,-11.9619,4.59653,23.9565,7.46588,55.5943,-93.2939,-9.66445,-43.4702,-109.148,393.463,33.8803,623.51
84,0,46.3327,20.2308,0.926612,-11.9904,4.58883,23.9557,7.47015,55.579,-93.3077,-9.66984,-43.463,-109.146,393.371,33.862,623.539
85,0,46.3327,20.2308,0.926612,-11.9904,4.58883,23.9557,7.47015,55.579,-93.3077,-9.66984,-43.463,-109.146,393.371,33.862,623.539
86,0,46.3327,20.2308,0.926612,-11.9904,4.58883,23.9557,7.47015,55.579,-93.3077,-9.66984,-43.463,-109.146,393.371,33.862,623.539
87,0,46.388,20.2627,1.05438,-12.0219,4.58209,23.953,7.47867,55.566,-93.325,-9.67581,-43.4563,-109.147,393.251,33.8294,623.577
88,0,46.7317,20.3661,-0.0208003,-12.1426,4.53251,23.9684,7.51163,55.5012,-93.3956,-9.71456,-43.4262,-109.154,392.887,33.7296,623.659
89,0,46.7317,20.3661,-0.0208003,-12.1426,4.53251,23.9684,7.51163,55.5012,-93.3956,-9.71456,-43.4262,-109.154,392.887,33.7296,623.659
90,0,46.7317,20.3661,-0.0208003,-12.1426,4.53251,23.9684,7.51163,55.5012,-93.3956,-9.71456,-43.4262,-109.154,392.887,33.7296,623.659
91,0,46.7564,20.3976,0.392089,-12.1718,4.5234,23.9689,7.51599,55.4911,-93.405,-9.72294,-43.4215,-109.157,392.821,33.6958,623.69
92,0,46.7564,20.3976,0.392089,-12.1718,4.5234,23.9689,7.51599,55.4911,-93.405,-9.72294,-43.4215,-109.157,392.821,33.6958,623.69
93,0,46.7564,20.3976,0.392089,-12.1718,4.5234,23.9689,7.51599,55.4911,-93.405,-9.72294,-43.4215,-109.157,392.821,33.6958,623.69
94,0,29.9507,28.428,17.13,-8.93783,18.783,39.7154,8.4389,54.1859,-89.5592,-9.77834,-43.22,-109.878,392.096,33.3175,623.555
95,0,30.4425,28.8756,8.86169,-9.25327,19.489,39.1253,8.44699,54.1605,-89.5043,-9.79847,-43.2432,-109.913,392.082,33.1919,623.587
96,0,30.0424,28.4453,7.2863,-9.23435,19.4221,38.6257,8.40047,54.1315,-89.5432,-9.79046,-43.2738,-109.968,392.093,33.1378,623.615
97,0,30.0424,28.4453,7.2863,-9.23435,19.4221,38.6257,8.40047,54.1315,-89.5432,-9.79046,-43.2738,-109.968,392.093,33.1378,623.615
98,0,30.0424,28.4453,7.2863,-9.23435,19.4221,38.6257,8.40047,54.1315,-89.5432,-9.79046,-43.2738,-109.968,392.093,33.1378,623.615
99,0,30.5261,29.0538,7.34643,-9.32621,19.5758,38.8832,8.43967,54.1456,-89.5298,-9.75872,-43.2671,-110.042,392.096,32.835,623.668
100,0,30.5261,29.0538,7.34643,-9.32621,19.5758,38.8832,8.43967,54.1456,-89.5298,-9.75872,-43.2671,-110.042,392.096,32.835,623.668
101,0,30.5261,29.0538,7.34643,-9.32621,19.5758,38.8832,8.43967,54.1456,-89.5298,-9.75872,-43.2671,-110.042,392.096,32.835,623.668
102,0,30.4031,28.8961,5.88705,-9.47228,19.4186,38.5558,8.41887,54.0799,-89.4881,-9.82474,-43.3641,-110.11,392.068,32.4782,623.553
103,0,30.4031,28.8961,5.88705,-9.47228,19.4186,38.5558,8.41887,54.0799,-89.4881,-9.82474,-43.3641,-110.11,392.068,32.4782,623.553
104,0,30.4031,28.8961,5.88705,-9.47228,19.4186,38.5558,8.41887,54.0799,-89.4881,-9.82474,-43.3641,-110.11,392.068,32.4782,623.553
105,0,30.4031,28.8961,5.88705,-9.47228,19.4186,38.5558,8.41887,54.0799,-89.4881,-9.82474,-43.3641,-110.11,392.068,32.4782,623.553
106,0,30.4031,28.8961,5.88705,-9.47228,19.4186,38.5558,8.41887,54.0799,-89.4881,-9.82474,-43.3641,-110.11,392.068,32.4782,623.553
107,0,30.5275,28.9055,3.69724,-9.94613,19.3006,38.282,8.43896,54.0784,-89.4714,-9.94463,-43.5516,-110.072,392.162,31.8254,623.52
108,0,30.5275,28.9055,3.69724,-9.94613,19.3006,38.282,8.43896,54.0784,-89.4714,-9.94463,-43.5516,-110.072,392.162,31.8254,623.52
109,0,30.5275,28.9055,3.69724,-9.94613,19.3006,38.282,8.43896,54.0784,-89.4714,-9.94463,-43.5516,-110.072,392.162,31.8254,623.52
110,0,30.5275,28.9055,3.69724,-9.94613,19.3006,38.282,8.43896,54.0784,-89.4714,-9.94463,-43.5516,-110.072,392.162,31.8254,623.52
111,0,30.944,29.2972,3.0363,-10.2619,19.2336,38.631,8.48943,54.0893,-89.4176,-10.0729,-43.6666,-110.008,392.184,31.2552,623.478
112,0,30.944,29.2972,3.0363,-10.2619,19.2336,38.631,8.48943,54.0893,-89.4176,-10.0729,-43.6666,-110.008,392.184,31.2552,623.478
113,0,30.2894,32.0222,-0.599879,-11.1969,24.982,43.1797,8.5307,54.108,-89.3719,-10.1066,-43.7286,-110.054,392.267,30.7629,623.534
114,0,30.9454,32.7084,-0.512496,-11.4001,25.0197,43.7755,8.56973,54.0864,-89.2472,-10.0754,-43.7036,-110.105,392.319,30.553,623.502
115,0,30.9454,32.7084,-0.512496,-11.4001,25.0197,43.7755,8.56973,54.0864,-89.2472,-10.0754,-43.7036,-110.105,392.319,30.553,623.502
116,0,30.9454,32.7084,-0.512496,-11.4001,25.0197,43.7755,8.56973,54.0864,-89.2472,-10.0754,-43.7036,-110.105,392.319,30.553,623.502
117,0,30.7493,32.3248,-0.948295,-11.7757,24.4103,43.6788,8.95528,54.0208,-88.6658,-10.0994,-43.7719,-110.005,392.506,30.0227,623.562
118,0,30.7447,32.343,-0.561711,-11.7185,24.7022,43.5836,8.92731,54.1414,-88.6792,-10.0866,-43.7549,-110.044,392.651,29.8155,623.642
119,0,30.7447,32.343,-0.561711,-11.7185,24.7022,43.5836,8.92731,54.1414,-88.6792,-10.0866,-43.7549,-110.044,392.651,29.8155,623.642
120,0,30.7447,32.343,-0.561711,-11.7185,24.7022,43.5836,8.92731,54.1414,-88.6792,-10.0866,-43.7549,-110.044,392.651,29.8155,623.642
121,0,35.9187,34.503,-39.8047,-16.6555,24.9407,41.5939,9.17968,54.258,-89.2627,-10.0641,-43.6533,-110.211,392.972,29.0456,624.243
122,0,30.5324,32.8079,-1.92755,-11.7679,26.6354,45.0739,8.77452,54.4099,-89.1158,-10.1566,-43.7244,-110.061,393.153,28.9432,624.041
123,0,30.2287,32.3862,-2.71202,-11.6138,26.8319,44.6749,8.70875,54.5517,-89.1257,-10.1694,-43.6101,-110.137,393.293,28.7599,624.062
124,0,30.6164,32.7743,-2.61008,-11.6506,26.8163,45.0828,8.77495,54.641,-89.1476,-10.1456,-43.4856,-110.118,393.383,28.5228,624.113
125,0,31.1515,33.446,-1.11649,-11.515,26.9099,45.9022,8.86165,54.7295,-89.1839,-10.095,-43.3385,-110.126,393.531,28.3132,624.227
126,0,31.5142,33.8661,-0.629615,-11.5269,26.9801,46.4509,8.87155,54.8087,-89.1581,-10.0565,-43.1835,-110.178,393.729,28.1258,624.261
127,0,32.6207,34.4038,1.19437,-12.3321,32.9099,50.4244,8.40651,55.0035,-89.4044,-9.97647,-42.8771,-110.5,393.93,27.9633,624.348
128,0,33.3553,35.1998,1.17997,-12.5947,32.8052,51.1069,8.46824,55.0526,-89.2029,-9.97507,-42.8147,-110.474,394.329,27.7455,624.155
129,0,34.0511,36.0286,2.00954,-12.6413,32.6005,51.9823,8.57807,55.0205,-89.0484,-9.99312,-42.6925,-110.503,394.269,27.4472,624.134
130,0,34.1186,36.1202,1.90059,-12.8725,32.7777,52.1649,8.60357,55.1349,-88.7037,-10.0112,-42.5099,-110.594,394.484,27.1007,624.224
