Joints
200
,,Mathew:HandOuter_Thumb,,,Mathew:LowerArm_HandOuter,,,Mathew:UpperArm_LowerArm,,,Mathew:World_UpperArm,,,,,,
Frame,Sub Frame,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,TX,TY,TZ
,,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,mm,mm,mm
1,0,2.57827,-4.11659,-0.0028167,5.38926,-6.51866,-323.056,11.3048,51.1137,-90.3582,-14.4479,-11.7293,-132.963,436.911,12.5643,619.416
2,0,-1.91677,-4.19723,-2.88065,7.65796,-3.74607,-323.014,10.2995,51.9156,-92.099,-14.5273,-11.9067,-132.914,436.619,12.2936,618.957
3,0,3.82592,-5.06728,-0.637545,5.51315,-3.01569,-322.582,8.98638,52.2522,-93.6904,-14.8546,-11.7197,-132.956,436.078,11.848,619.813
4,0,3.44168,-1.20978,-2.03139,6.27478,-3.9643,-320.569,8.93467,52.0696,-93.0753,-14.7152,-11.6563,-133.24,436.076,11.7506,620.193
5,0,13.8578,-25.6523,3.53564,-2.56657,-0.407956,-327.455,8.44538,52.7741,-91.9218,-14.6339,-11.8123,-133.392,436.004,11.6935,619.311
6,0,14.1655,-25.7188,4.33853,-2.46067,-1.14105,-327.928,8.26655,53.2626,-91.5283,-14.6485,-11.6718,-133.265,435.81,11.4246,619.647
7,0,15.9312,-25.5647,4.62119,-2.89797,-1.7328,-328.03,8.29144,53.6868,-90.9895,-14.7222,-11.5511,-132.965,435.547,11.2092,619.995
8,0,17.0472,-16.0411,1.07005,-2.04621,-7.08822,-324.702,9.8292,52.3991,-87.1489,-14.6834,-11.2869,-133.084,435.404,11.1338,621.054
9,0,17.3417,-15.0789,1.81681,-1.70676,-7.02708,-324.664,9.27385,52.8045,-87.4963,-14.7157,-11.3404,-133.027,435.141,10.8923,621.296
10,0,18.1432,-12.7423,-2.51049,-1.53529,-7.165,-324.668,9.22528,53.0449,-86.9998,-14.726,-11.3383,-132.873,434.834,10.6965,621.368
11,0,18.7749,-13.1192,0.847336,-1.48802,-7.60454,-324.256,9.21046,53.2976,-86.7827,-14.7277,-11.3526,-132.661,434.504,10.491,621.5
12,0,18.4176,-12.7778,2.54674,-1.6253,-7.88692,-324.19,9.10023,53.6423,-86.3618,-14.7701,-11.3355,-132.338,434.174,10.3535,621.676
13,0,5.2452,8.25442,54.7896,6.11809,-6.92112,-314.322,9.74382,53.3298,-85.8769,-14.7611,-11.4191,-132.119,433.843,10.134,621.991
14,0,9.644,11.2565,-2.12584,-2.04582,-26.4855,-313.763,15.5161,48.3319,-71.2932,-14.6287,-11.5787,-131.792,433.758,9.89122,622.254
15,0,10.8919,12.7675,1.1173,-2.98899,-29.0118,-313.49,16.3895,47.9215,-68.7821,-14.5059,-11.644,-131.592,433.569,9.72343,622.486
16,0,10.3608,16.035,0.612288,-3.50842,-30.982,-313.218,17.0894,47.7561,-66.6839,-14.454,-11.6982,-131.397,433.273,9.61725,622.597
17,0,10.5646,3.7781,-0.659748,3.38124,-7.99228,-322.036,8.51447,55.7669,-84.837,-14.8423,-11.0239,-131.416,432.68,9.53558,623.576
18,0,10.3495,5.59442,1.19744,3.72554,-8.64323,-320.891,8.7569,55.5993,-83.9703,-14.7547,-11.2242,-131.356,432.385,9.41816,623.565
19,0,7.18605,5.90663,0.108533,6.5457,-3.90567,-322.632,6.41638,57.3441,-88.6482,-14.4298,-12.1591,-131.115,432.299,9.23409,622.152
20,0,7.96521,8.62407,0.979063,6.3463,-3.26508,-323.574,5.46652,57.9862,-88.7996,-14.4494,-12.0599,-131.345,431.915,9.39799,622.441
21,0,9.00268,8.86125,0.381396,6.79475,-2.6694,-323.84,4.77834,58.1616,-89.1725,-14.4618,-12.2559,-131.469,431.515,9.32188,622.528
22,0,10.7171,9.88376,-1.41325,6.15824,-3.20531,-323.929,4.72544,57.8979,-88.5363,-14.3855,-12.5684,-131.548,431.272,9.17886,622.584
23,0,18.1931,11.6371,-0.210588,5.32848,-4.54668,-323.478,4.79182,57.8396,-88.8731,-14.3729,-12.6003,-131.367,430.964,9.04946,623.238
24,0,15.6134,18.985,-42.7047,-28.1153,-9.01814,-305.316,-0.0256202,55.584,-80.1836,-15.1194,-11.0346,-126.661,433.53,7.65408,628.223
25,0,25.8218,22.7356,-17.9883,-49.9318,-15.427,-311.386,0.435525,51.0337,-67.243,-18.3062,-13.3219,-126.01,428.639,8.63304,621.25
26,0,27.607,24.137,-7.35383,-49.8146,-18.7676,-312.075,0.571721,50.8582,-64.8022,-18.4413,-13.7952,-126.458,428.276,8.02008,621.239
27,0,29.2842,25.2792,-8.2323,-51.6387,-23.7094,-316.24,2.23653,49.1777,-57.4232,-18.0578,-14.3481,-128.451,427.913,7.70278,621.274
28,0,26.1542,21.3591,-6.2174,-54.3647,-30.6063,-322.784,6.06269,45.4111,-42.7484,-16.5416,-14.6581,-132.294,428.467,8.55198,621.31
29,0,29.0789,27.0304,49.8533,-22.9076,-18.6144,-303.098,17.8372,47.1962,-50.5855,-13.944,-14.2918,-130.967,429.082,8.73551,623.457
30,0,30.089,29.1761,43.5928,-22.3246,-17.5642,-303.277,17.7575,48.1347,-52.1674,-13.9429,-14.5223,-129.922,428.669,8.67307,623.494
31,0,23.5328,41.9756,17.2768,-21.7,7.77138,-291.701,14.4416,52.0246,-62.8257,-13.9628,-14.8459,-128.84,428.291,8.55329,623.58
32,0,23.8475,42.5185,18.507,-21.4329,8.61932,-291.664,14.2255,52.1825,-62.5631,-13.8621,-15.1786,-128.658,427.939,8.61953,623.574
33,0,13.8384,39.3226,6.02986,-10.307,14.5693,-295.457,9.73511,55.4382,-72.6813,-13.9263,-15.7776,-128.479,427.697,8.33682,623.591
34,0,13.8844,39.4844,7.84812,-10.1354,15.847,-295.508,9.60654,55.594,-72.2805,-13.8246,-16.1663,-128.383,427.317,8.36535,623.584
