Frame,X,Y,Z
0,0.2882283329963684,0.6519503593444824,0.31800001859664917
1,0.287986695766449,0.6523197889328003,0.31700000166893005
2,0.28717607259750366,0.6526671648025513,0.3190000057220459
3,0.28770554065704346,0.6528796553611755,0.3190000057220459
4,0.2880273759365082,0.6533216238021851,0.3190000057220459
5,0.28727880120277405,0.652969241142273,0.3190000057220459
6,0.2877352833747864,0.6522092819213867,0.3190000057220459
7,0.28744298219680786,0.6529310345649719,0.3190000057220459
8,0.287908673286438,0.6541942954063416,0.31800001859664917
9,0.2871507704257965,0.6533569693565369,0.31800001859664917
10,0.287714421749115,0.6533819437026978,0.3190000057220459
11,0.28775209188461304,0.6536180377006531,0.31800001859664917
12,0.28804314136505127,0.6533171534538269,0.31800001859664917
13,0.2875063121318817,0.6542514562606812,0.31800001859664917
14,0.2872979938983917,0.6544725894927979,0.31800001859664917
15,0.28758472204208374,0.6539291739463806,0.31700000166893005
16,0.288341224193573,0.6553213596343994,0.31800001859664917
17,0.28744035959243774,0.6567019820213318,0.31800001859664917
18,0.2878025472164154,0.6563288569450378,0.31800001859664917
19,0.28564852476119995,0.6560279726982117,0.31800001859664917
20,0.2867541015148163,0.6585881114006042,0.31700000166893005
21,0.28611573576927185,0.6572577953338623,0.31700000166893005
22,0.28580784797668457,0.6592870354652405,0.3160000145435333
23,0.28702402114868164,0.6583377718925476,0.3150000274181366
24,0.2859921455383301,0.6574417948722839,0.3150000274181366
25,0.2865091562271118,0.6562696099281311,0.3150000274181366
26,0.28666430711746216,0.6541699171066284,0.3140000104904175
27,0.2852935791015625,0.6525329947471619,0.31300002336502075
28,0.28688228130340576,0.6497337222099304,0.3140000104904175
29,0.28766220808029175,0.6481106877326965,0.3140000104904175
30,0.28498995304107666,0.6456882357597351,0.3150000274181366
31,0.2850174903869629,0.6412122845649719,0.3160000145435333
32,0.28741514682769775,0.6357495784759521,0.3160000145435333
33,0.28561967611312866,0.6283435225486755,0.31700000166893005
34,0.28495359420776367,0.6198539733886719,0.31800001859664917
35,0.28666481375694275,0.6085724830627441,0.3190000057220459
36,0.2861214280128479,0.5938535928726196,0.320000022649765
37,0.28386980295181274,0.5823217034339905,0.32200002670288086
38,0.28150463104248047,0.5698457360267639,0.3230000138282776
39,0.27733898162841797,0.5562950372695923,0.3240000009536743
40,0.27522310614585876,0.5440316796302795,0.32600000500679016
41,0.27361804246902466,0.5314087271690369,0.3270000219345093
42,0.27187538146972656,0.5174115896224976,0.328000009059906
43,0.2697715759277344,0.5032007098197937,0.3290000259876251
44,0.2680026888847351,0.4870358109474182,0.3290000259876251
45,0.26820090413093567,0.4678955078125,0.33000001311302185
46,0.26838675141334534,0.451296329498291,0.33100003004074097
47,0.26883745193481445,0.43280553817749023,0.33100003004074097
48,0.2727757692337036,0.3906557559967041,0.33100003004074097
49,0.27541881799697876,0.379565954208374,0.3320000171661377
50,0.2764432728290558,0.36170125007629395,0.3320000171661377
51,0.27901893854141235,0.32582545280456543,0.3330000042915344
52,0.2777421474456787,0.3127344250679016,0.3330000042915344
53,0.2778562307357788,0.29899126291275024,0.33500000834465027
54,0.28036198019981384,0.2710378170013428,0.3360000252723694
55,0.2802516222000122,0.25806522369384766,0.3360000252723694
56,0.2822166383266449,0.24512013792991638,0.33800002932548523
57,0.28746098279953003,0.22378137707710266,0.3370000123977661
58,0.2856047749519348,0.21027177572250366,0.33900001645088196
59,0.291320264339447,0.19141724705696106,0.3400000035762787
60,0.2916773557662964,0.1797788143157959,0.3400000035762787
61,0.2929898798465729,0.17088744044303894,0.33900001645088196
62,0.29374969005584717,0.16264064610004425,0.3400000035762787
63,0.2949654459953308,0.15471075475215912,0.3400000035762787
64,0.2955397963523865,0.1469583362340927,0.3400000035762787
65,0.2942202687263489,0.13619545102119446,0.3410000205039978
66,0.2945180833339691,0.13153734803199768,0.3410000205039978
67,0.29380103945732117,0.1285114735364914,0.3410000205039978
68,0.2952727675437927,0.12964294850826263,0.3410000205039978
69,0.29505497217178345,0.13090266287326813,0.3410000205039978
70,0.2953239679336548,0.1336349993944168,0.3410000205039978
71,0.2954702079296112,0.1392037272453308,0.3410000205039978
72,0.295570433139801,0.14091838896274567,0.3410000205039978
73,0.29601407051086426,0.1445845365524292,0.33900001645088196
74,0.2947671413421631,0.15123791992664337,0.3400000035762787
75,0.29617631435394287,0.1547718197107315,0.3410000205039978
76,0.29691267013549805,0.15486347675323486,0.3410000205039978
77,0.2975115180015564,0.15564711391925812,0.3410000205039978
78,0.29830169677734375,0.15717408061027527,0.34200000762939453
79,0.2993580400943756,0.15818679332733154,0.34200000762939453
80,0.30044037103652954,0.16039980947971344,0.34200000762939453
81,0.3041461706161499,0.1660064160823822,0.3450000286102295
82,0.3076654076576233,0.1677231341600418,0.34700000286102295
83,0.30935513973236084,0.16972243785858154,0.34700000286102295
84,0.31136149168014526,0.1712556779384613,0.3500000238418579
85,0.31244221329689026,0.17270663380622864,0.3530000150203705
86,0.3123568296432495,0.17466655373573303,0.3540000021457672
87,0.3122859597206116,0.17825879156589508,0.3570000231266022
88,0.31321442127227783,0.1814190298318863,0.36000001430511475
89,0.31320375204086304,0.18384119868278503,0.36100003123283386
90,0.31295281648635864,0.18825143575668335,0.36400002241134644
91,0.3144121766090393,0.19190514087677002,0.367000013589859
92,0.31651708483695984,0.1952228844165802,0.3720000088214874
93,0.3211379647254944,0.19953645765781403,0.3800000250339508
94,0.32294130325317383,0.2028656005859375,0.3840000033378601
95,0.323947548866272,0.2093125879764557,0.3890000283718109
96,0.3235921859741211,0.21409742534160614,0.39400002360343933
97,0.3229553699493408,0.21959394216537476,0.398000031709671
98,0.32222187519073486,0.22561000287532806,0.4020000100135803
99,0.32129859924316406,0.23096030950546265,0.40800002217292786
100,0.3205672800540924,0.23451073467731476,0.4140000343322754
101,0.32102513313293457,0.23461578786373138,0.4150000214576721
102,0.32341307401657104,0.23657387495040894,0.42100003361701965
103,0.32591909170150757,0.23721332848072052,0.4240000247955322
104,0.3272344172000885,0.23429562151432037,0.42900002002716064
105,0.32985779643058777,0.23392672836780548,0.43300002813339233
106,0.33045709133148193,0.23232902586460114,0.43800002336502075
107,0.33197420835494995,0.23147046566009521,0.445000022649765
108,0.3321630358695984,0.2317747175693512,0.4520000219345093
109,0.33252769708633423,0.23107244074344635,0.45600003004074097
110,0.33260810375213623,0.23111671209335327,0.46000000834465027
111,0.3325873613357544,0.23030021786689758,0.46800002455711365
112,0.33386802673339844,0.2295461744070053,0.4690000116825104
113,0.3342413008213043,0.2303682267665863,0.4740000367164612
114,0.3359866142272949,0.2330348640680313,0.48100003600120544
115,0.3361586332321167,0.23342183232307434,0.48600003123283386
116,0.33714187145233154,0.23373883962631226,0.49000000953674316
117,0.33880922198295593,0.2350326031446457,0.4970000088214874
118,0.33878690004348755,0.23422615230083466,0.5020000338554382
119,0.34156668186187744,0.23505941033363342,0.5040000081062317
120,0.3420695662498474,0.2350451946258545,0.5100000500679016
121,0.3431544303894043,0.2343359887599945,0.5160000324249268
122,0.34620586037635803,0.236216738820076,0.5190000534057617
123,0.345586359500885,0.23661601543426514,0.5250000357627869
124,0.34723496437072754,0.238215833902359,0.527999997138977
125,0.34731006622314453,0.23944714665412903,0.534000039100647
126,0.3477541506290436,0.24299298226833344,0.5380000472068787
127,0.3479711711406708,0.2452566921710968,0.5410000085830688
128,0.34756243228912354,0.24819312989711761,0.5450000166893005
129,0.3476586639881134,0.25098633766174316,0.5490000247955322
130,0.34811094403266907,0.25565165281295776,0.5580000281333923
131,0.34970736503601074,0.25695639848709106,0.562000036239624
132,0.3500937819480896,0.25861382484436035,0.5680000185966492
133,0.35034313797950745,0.25949975848197937,0.5690000057220459
134,0.3500695824623108,0.26226115226745605,0.5720000267028809
135,0.35017329454421997,0.26446691155433655,0.5760000348091125
136,0.35031405091285706,0.2654893696308136,0.5760000348091125
137,0.35035204887390137,0.26680606603622437,0.5800000429153442
138,0.3513675034046173,0.26791277527809143,0.5840000510215759
139,0.3525814116001129,0.2681780457496643,0.593000054359436
140,0.35296016931533813,0.26921743154525757,0.5940000414848328
141,0.3541131019592285,0.26961809396743774,0.6000000238418579
142,0.35552796721458435,0.27029648423194885,0.6010000109672546
143,0.3559552729129791,0.27301260828971863,0.6050000190734863
144,0.35700252652168274,0.2744419574737549,0.609000027179718
