Frame,X,Y,Z
0,0.5915882587432861,0.49217015504837036,0.39100003242492676
1,0.5853495001792908,0.4868863523006439,0.39100003242492676
2,0.5815855264663696,0.4841008484363556,0.39100003242492676
3,0.5769224762916565,0.48820969462394714,0.39000001549720764
4,0.5805562138557434,0.4884502589702606,0.39100003242492676
5,0.5860236287117004,0.4941689074039459,0.39000001549720764
6,0.5925384759902954,0.49996042251586914,0.3890000283718109
7,0.5907458662986755,0.5082727670669556,0.3890000283718109
8,0.5903365612030029,0.5103009343147278,0.3890000283718109
9,0.5883611440658569,0.511267900466919,0.3890000283718109
10,0.5859383344650269,0.5162350535392761,0.3890000283718109
11,0.5862096548080444,0.5189501047134399,0.3890000283718109
12,0.5855464339256287,0.5177385807037354,0.3890000283718109
13,0.5865160226821899,0.5208401679992676,0.3890000283718109
14,0.5866556763648987,0.5244691967964172,0.39000001549720764
15,0.5843478441238403,0.5254688262939453,0.3890000283718109
16,0.5800851583480835,0.5256712436676025,0.3890000283718109
17,0.5788685083389282,0.525097668170929,0.3890000283718109
18,0.5767287611961365,0.5249882340431213,0.3890000283718109
19,0.5770686864852905,0.5275453329086304,0.3890000283718109
20,0.5771646499633789,0.5284093022346497,0.3880000114440918
21,0.5775877833366394,0.5298306941986084,0.38700002431869507
22,0.5789431929588318,0.5357701778411865,0.38700002431869507
23,0.5810067057609558,0.534460723400116,0.3890000283718109
24,0.5822264552116394,0.533259928226471,0.3890000283718109
25,0.582667887210846,0.5363114476203918,0.3890000283718109
26,0.5826177597045898,0.5348227024078369,0.3890000283718109
27,0.5823529958724976,0.5374524593353271,0.3890000283718109
28,0.5814656019210815,0.5357165336608887,0.3890000283718109
29,0.5795067548751831,0.5366165041923523,0.3890000283718109
30,0.5798566341400146,0.5374662280082703,0.3880000114440918
31,0.5788262486457825,0.5382600426673889,0.3890000283718109
32,0.5781568884849548,0.5370534658432007,0.39000001549720764
33,0.5744329690933228,0.5365030765533447,0.3920000195503235
34,0.5729264616966248,0.5380568504333496,0.3930000066757202
35,0.5704272389411926,0.53829026222229,0.3960000276565552
36,0.5701070427894592,0.5411565899848938,0.39900001883506775
37,0.5677434206008911,0.5413352251052856,0.4020000100135803
38,0.5655348896980286,0.543563187122345,0.4050000309944153
39,0.5630149841308594,0.5455088019371033,0.40800002217292786
40,0.5598816871643066,0.547661542892456,0.4130000174045563
41,0.5592076182365417,0.5499070286750793,0.41700002551078796
42,0.5573703050613403,0.5536839365959167,0.42000001668930054
43,0.5566278696060181,0.5573371052742004,0.42500001192092896
44,0.5575511455535889,0.5613679885864258,0.4280000329017639
45,0.5563564300537109,0.5706101059913635,0.4390000104904175
46,0.5547787547111511,0.57111656665802,0.445000022649765
47,0.5554184913635254,0.5819928050041199,0.45900002121925354
48,0.5528064966201782,0.587404727935791,0.4660000205039978
49,0.553255021572113,0.5906857252120972,0.4710000157356262
50,0.5530573129653931,0.6010472774505615,0.4880000352859497
51,0.5521860718727112,0.6029270887374878,0.4930000305175781
52,0.5481104850769043,0.610645055770874,0.5070000290870667
53,0.5427404642105103,0.6151953935623169,0.51500004529953
54,0.5365641117095947,0.6156619191169739,0.531000018119812
55,0.5349806547164917,0.6120181679725647,0.5350000262260437
56,0.5365193486213684,0.6192260980606079,0.5540000200271606
57,0.5352424383163452,0.6268519759178162,0.5630000233650208
58,0.5358715057373047,0.6377843618392944,0.5820000171661377
59,0.5330623388290405,0.6435227990150452,0.5950000286102295
60,0.5311422944068909,0.6533694863319397,0.6150000095367432
61,0.5315788984298706,0.6569756269454956,0.6220000386238098
62,0.5362433195114136,0.6585788130760193,0.6350000500679016
63,0.5465694069862366,0.6575605869293213,0.6510000228881836
64,0.5519800186157227,0.6535812616348267,0.6640000343322754
65,0.551999032497406,0.6514997482299805,0.6670000553131104
66,0.5584487318992615,0.6395142674446106,0.6820000410079956
67,0.5577940344810486,0.6389611959457397,0.6890000104904175
68,0.5581504702568054,0.6375645399093628,0.6910000443458557
69,0.5603039860725403,0.6384366750717163,0.7020000219345093
70,0.5627825856208801,0.6384748816490173,0.7080000042915344
71,0.5652827024459839,0.6413066983222961,0.7130000591278076
72,0.5686210989952087,0.6357479691505432,0.718000054359436
73,0.5711269974708557,0.6277185678482056,0.0
74,0.5735328197479248,0.6220669150352478,0.7220000624656677
75,0.5720393657684326,0.620670735836029,0.7280000448226929
76,0.5687428116798401,0.6183323860168457,0.7200000286102295
77,0.5672131180763245,0.6147635579109192,0.7190000414848328
78,0.5692536234855652,0.5985015630722046,0.0
79,0.5694316029548645,0.5838819146156311,0.7260000109672546
80,0.5694804787635803,0.5661928653717041,0.0
81,0.5698556303977966,0.5443907976150513,0.7280000448226929
82,0.569598913192749,0.5196053981781006,0.7290000319480896
83,0.5715628266334534,0.49430418014526367,0.7330000400543213
84,0.573969304561615,0.4695160686969757,0.7380000352859497
85,0.5760906934738159,0.4408429265022278,0.7400000095367432
86,0.5776316523551941,0.41140609979629517,0.7400000095367432
87,0.5795115828514099,0.38270390033721924,0.7420000433921814
88,0.5812698602676392,0.3549223244190216,0.7390000224113464
89,0.5840084552764893,0.33076000213623047,0.7390000224113464
90,0.58795166015625,0.30860665440559387,0.7440000176429749
91,0.5915526151657104,0.286715567111969,0.7430000305175781
92,0.5944333076477051,0.2660514712333679,0.7430000305175781
93,0.6039981842041016,0.22971028089523315,0.7440000176429749
94,0.607150137424469,0.2192496359348297,0.7430000305175781
95,0.6097519993782043,0.213277667760849,0.7420000433921814
96,0.6102363467216492,0.2131863236427307,0.7430000305175781
97,0.6103088855743408,0.21743200719356537,0.7460000514984131
98,0.6099309921264648,0.221930131316185,0.7430000305175781
99,0.6104445457458496,0.22978344559669495,0.7440000176429749
100,0.611048698425293,0.23473933339118958,0.7450000643730164
101,0.614899218082428,0.24087537825107574,0.7420000433921814
102,0.6169417500495911,0.24680978059768677,0.7430000305175781
103,0.6181324124336243,0.268240362405777,0.7470000386238098
104,0.6189061403274536,0.27805978059768677,0.7460000514984131
105,0.6186405420303345,0.2834698557853699,0.7540000081062317
106,0.6196231245994568,0.29183268547058105,0.7520000338554382
107,0.6196781396865845,0.2966492474079132,0.7500000596046448
108,0.6158263683319092,0.2903684079647064,0.7480000257492065
109,0.6126633882522583,0.28603485226631165,0.7520000338554382
110,0.6086046695709229,0.2869635224342346,0.7470000386238098
111,0.6037935614585876,0.2847370505332947,0.7480000257492065
112,0.6009756922721863,0.283894419670105,0.7490000128746033
