Joints
200
,,Mathew:HandOuter_Thumb,,,Mathew:LowerArm_HandOuter,,,Mathew:UpperArm_LowerArm,,,Mathew:World_UpperArm,,,,,,
Frame,Sub Frame,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,RX,RY,RZ,TX,TY,TZ
,,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,deg,mm,mm,mm

Segments
200
,,Mathew:HandOuter,,,,,,Mathew:LowerArm,,,,,,Mathew:Thumb,,,,,,Mathew:UpperArm,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
,,deg,deg,deg,mm,mm,mm,deg,deg,deg,mm,mm,mm,deg,deg,deg,mm,mm,mm,deg,deg,deg,mm,mm,mm

Trajectories
200
,,Mathew:shoulder,,,Mathew:shoulderElbowSupport,,,Mathew:elbow,,,Mathew:wrist,,,Mathew:elbowWrist,,,Mathew:Triangle1,,,Mathew:Triangle2,,,Mathew:ThumbTip,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
3219,0,-419.823,583.226,581.881,-417.245,560.059,495.465,-404.058,502.591,387.193,-269.249,548.122,139.642,-334.358,506.264,235.748,-247.29,509.639,72.5821,-279.351,609.105,65.127,-254.458,603.715,14.449
3220,0,-419.512,584.14,581.813,-417.165,561.168,495.713,-403.959,503.291,387.361,-269.099,548.66,139.852,-334.487,506.755,235.823,-247.518,510.088,72.4838,-278.872,609.826,65.4513,-254.41,603.943,14.2645
3221,0,-419.261,585.153,581.932,-416.784,561.826,495.821,-404.031,504.166,387.605,-269.03,549.08,140.038,-334.471,507.245,236.181,-247.597,510.593,72.5766,-278.534,610.338,65.7077,-254.21,604.381,14.3015
3222,0,-419.099,586.432,582.201,-417.053,562.97,495.666,-403.777,505.055,387.999,-269.01,549.622,140.141,-334.825,507.904,236.058,-247.515,510.741,73.2138,-278.062,610.91,66.1584,-254.155,604.686,14.3298
3223,0,-419.144,587.216,582.188,-417.121,563.868,495.627,-403.739,505.847,388.222,-268.887,550.108,140.519,-334.94,508.598,236.177,-247.673,511.106,73.417,-277.739,611.466,66.4876,-254.081,605.073,14.0249
3224,0,-418.864,588.172,582.44,-416.134,564.629,496.561,-403.613,506.704,388.487,-268.807,550.582,140.809,-334.865,509.329,236.446,-247.885,511.727,72.8709,-277.475,612.012,66.6986,-253.688,605.512,14.2704
3225,0,-418.265,589.351,582.704,-414.956,565.66,497.304,-403.485,507.509,388.724,-268.637,550.896,140.956,-334.796,510.028,236.791,-248.315,512.317,72.5992,-277.164,612.726,66.9389,-253.515,605.793,14.3859
3226,0,-418.116,590.536,583.051,-414.955,566.868,497.523,-403.37,508.448,388.945,-268.632,551.185,141.051,-334.717,510.606,237.077,-248.335,512.818,73.1049,-276.768,613.325,67.1784,-252.723,606.096,15.2208
3227,0,-417.828,591.499,583.373,-415.17,567.509,497.353,-403.23,509.328,389.19,-268.588,551.586,141.325,-334.755,511.407,237.247,-248.663,513.256,73.3078,-276.33,613.932,67.4048,-252.666,606.356,15.2885
3228,0,-417.585,592.425,583.686,-415.182,568.516,497.453,-402.941,509.994,389.54,-268.492,552.02,141.489,-334.588,512.002,237.547,-248.92,513.594,73.4306,-275.726,614.543,67.7278,-252.562,606.569,15.1239
3229,0,-417.439,593.496,583.977,-415.133,569.316,497.58,-402.766,510.674,389.669,-268.435,552.481,141.649,-334.428,512.63,237.938,-249.5,514.307,73.493,-275.316,615.064,67.782,-252.243,606.689,15.3417
3230,0,-417.378,594.261,583.965,-415.286,570.585,497.844,-402.655,511.579,389.898,-268.446,552.928,141.834,-334.33,513.402,238.221,-249.962,514.889,73.6011,-274.847,615.668,68.0423,-252.031,606.84,15.388
3231,0,-417.032,595.132,584.196,-415.382,571.354,497.889,-402.469,512.432,390.285,-268.518,553.308,142.083,-334.158,514.031,238.425,-250.205,515.343,73.7017,-274.384,616.361,68.3837,-252.085,606.995,15.0429
3232,0,-416.547,596.334,584.752,-415.302,572.047,497.878,-402.169,513.156,390.75,-268.491,553.709,142.269,-333.821,514.532,238.846,-250.331,515.672,73.8405,-273.832,616.938,68.6035,-251.992,607.072,14.5752
3233,0,-416.182,597.15,584.99,-414.709,573.2,498.588,-401.955,513.899,391.134,-268.416,554.157,142.43,-333.826,515.199,239.057,-250.526,516.065,74.0596,-273.266,617.493,69.002,-251.855,607.424,13.9295
3234,0,-416.13,598.05,585.319,-414.174,574.377,499.376,-401.572,514.699,391.327,-268.339,554.63,142.659,-333.892,515.93,239.103,-250.78,516.597,74.0698,-272.538,618.256,69.6123,-251.427,607.774,13.6956
3235,0,-415.935,598.953,585.655,-413.557,575.102,499.841,-401.27,515.713,391.562,-268.197,555.3,143.01,-333.898,516.683,239.099,-251.163,516.87,74.0647,-272.081,618.849,69.8625,-250.925,608.288,13.3464
3236,0,-415.668,599.899,586.03,-413.217,575.558,500,-400.923,516.548,391.804,-267.934,555.897,143.394,-333.793,517.393,239.386,-251.457,517.155,73.9338,-271.666,619.54,69.9858,-250.458,608.735,13.2461
3237,0,-415.565,600.752,586.277,-413.055,576.434,500.004,-400.591,517.232,392.131,-267.764,556.466,143.541,-333.558,518.118,239.631,-251.565,517.893,73.8979,-271.123,620.28,70.1261,-249.994,609.247,13.3204
3238,0,-415.135,601.692,586.69,-413.03,577.454,499.992,-400.186,517.901,392.445,-267.65,557.072,143.676,-333.713,518.961,240.003,-251.9,518.512,73.6128,-270.323,620.985,70.4298,-249.576,609.843,13.4643
3239,0,-414.346,602.535,587.261,-412.8,578.305,500.082,-399.664,518.813,392.678,-267.5,557.675,143.975,-333.115,519.872,240.427,-252.065,519.302,73.7102,-269.33,621.747,70.9969,-249.095,610.514,13.3575
3240,0,-413.99,603.38,587.406,-412.232,578.979,500.509,-399.173,519.717,392.985,-267.236,558.254,144.255,-332.741,520.666,240.734,-252.159,519.969,73.879,-268.689,622.211,71.1305,-248.421,611.71,13.1939
3241,0,-414.009,604.031,587.482,-411.32,579.78,501.121,-398.766,520.452,393.148,-266.96,558.836,144.512,-332.702,521.395,240.859,-251.623,520.442,74.9178,-267.793,622.617,72.0852,-247.731,613.318,12.9854
3242,0,-413.757,604.833,587.463,-410.83,580.68,501.383,-398.488,521.082,393.415,-266.73,559.276,144.731,-332.676,521.994,240.974,-251.525,521.106,75.5667,-267.27,623.503,73.2472,-246.725,614.692,13.2691
3243,0,-413.531,605.692,587.378,-410.614,581.629,501.442,-398.123,521.753,393.742,-266.454,559.9,145.068,-332.508,522.414,241.102,-251.754,521.98,75.3622,-266.557,624.798,73.4707,-245.633,616.173,13.6376
3244,0,-412.815,606.581,587.709,-410.418,582.263,501.607,-397.644,522.544,393.899,-266.088,560.785,145.586,-331.997,523.171,241.326,-251.724,522.966,75.4648,-265.904,625.833,73.878,-244.677,617.765,13.3593
3245,0,-412.439,607.33,587.945,-409.907,582.852,501.901,-397.197,523.273,394.173,-265.778,561.631,145.989,-331.502,524.199,241.577,-251.416,523.778,75.7787,-265.078,626.64,74.6888,-243.855,619.325,13.6728
3246,0,-412.096,608.094,588.202,-409.38,583.59,502.064,-396.752,523.782,394.308,-265.576,562.405,146.411,-331.534,525.255,241.604,-251.432,524.443,75.828,-264.121,627.471,75.4079,-242.879,621.385,14.1618
3247,0,-411.828,608.901,588.188,-409.091,584.337,502.101,-396.298,524.306,394.436,-265.35,562.872,146.623,-331.067,525.987,241.788,-251.417,525.054,75.8036,-263.17,628.542,76.3803,-241.945,622.958,14.3299
3248,0,-411.591,609.629,588.264,-408.762,585.008,502.261,-395.985,524.798,394.499,-265.129,563.429,146.915,-330.626,526.887,241.984,-251.583,526.262,75.9688,-262.1,629.825,77.4101,-241.255,625.159,14.119
3249,0,-410.72,610.429,588.92,-408.07,585.793,502.506,-395.556,525.432,394.661,-264.871,564.404,147.286,-330.34,527.671,242.159,-251.49,527.356,76.3312,-261.333,631.072,78.2383,-240.19,626.817,14.2828
3250,0,-410.206,611.003,589.185,-407.549,586.245,502.515,-395.109,526.174,394.658,-264.555,565.517,147.685,-329.686,528.719,242.2,-251.23,528.17,76.9465,-260.555,632.15,78.5935,-239.055,629.151,14.2337
3251,0,-409.77,611.762,589.237,-407.079,586.922,502.677,-394.62,526.863,394.706,-264.245,566.441,147.961,-328.811,529.817,242.684,-250.917,529.045,77.6171,-259.824,632.862,78.5283,-237.973,630.896,14.6894
3252,0,-409.939,612.484,588.89,-406.496,587.752,502.966,-394.012,527.393,394.861,-263.951,567.22,148.192,-328.121,530.651,242.906,-250.726,530.354,77.8601,-258.787,633.963,79.2218,-236.492,632.903,15.3964
3253,0,-409.839,613.493,588.769,-405.996,588.508,503.107,-393.231,528.038,395.096,-263.65,568.356,148.443,-327.639,531.499,242.962,-250.475,531.61,77.9881,-257.684,635.355,80.1154,-234.502,634.461,16.3751
3254,0,-409.453,614.012,588.906,-405.683,589.226,502.868,-392.557,528.579,395.269,-263.469,569.694,148.675,-327.456,532.504,242.882,-250.047,532.437,78.332,-256.668,636.43,80.9337,-233.172,636.265,16.5647
3255,0,-408.958,614.558,589.041,-405.383,589.893,502.678,-391.982,529.318,395.454,-263.35,570.68,148.698,-327.314,533.392,242.689,-249.866,533.578,78.4462,-255.786,637.713,81.4081,-230.955,637.688,16.9805
3256,0,-408.18,615.321,589.323,-405.06,590.388,502.683,-391.422,530.129,395.314,-263.17,571.662,148.61,-326.823,534.228,242.686,-249.445,535.048,78.6165,-254.812,639.094,81.9808,-228.977,638.749,17.6613
3257,0,-407.544,616.147,589.502,-404.118,590.718,502.935,-390.65,530.826,395.119,-262.821,573.298,148.719,-326.267,535.655,242.559,-248.862,536.461,79.1054,-253.724,640.437,83.1262,-227.309,640.075,18.3689
3258,0,-407.093,616.813,589.592,-403.705,591.491,503.096,-389.852,531.544,395.052,-262.495,574.697,149.022,-325.73,536.886,242.455,-247.944,537.808,79.9464,-252.753,641.801,83.3593,-225.424,641.488,18.888
3259,0,-406.604,617.252,589.614,-403.436,592.325,503.146,-389.129,532.109,395.227,-262.228,575.906,149.174,-325.348,537.858,242.098,-247.916,539.303,80.1848,-251.891,643.109,83.5404,-223.882,642.523,19.8655
3260,0,-406.17,617.667,589.589,-402.9,592.922,503.059,-388.38,532.765,395.32,-261.834,577.449,149.343,-324.398,538.968,242.126,-247.307,540.73,80.3706,-251.446,644.198,83.0052,-222.643,643.557,20.4556
3261,0,-405.619,618.307,589.646,-402.35,593.433,503.033,-387.637,533.537,395.119,-261.444,578.652,149.428,-323.678,540.258,242.144,-246.357,542.405,80.361,-250.71,645.416,83.1499,-220.21,644.899,21.6498
3262,0,-404.941,619.012,589.769,-401.532,593.919,502.974,-386.859,534.407,394.959,-261.051,579.897,149.192,-322.909,541.453,242.031,-245.538,544.084,80.8881,-249.631,647.01,84.2572,-217.909,646.172,22.8151
3263,0,-404.349,619.753,589.488,-400.369,594.674,503.087,-386.158,535.129,394.739,-260.804,581.446,149.346,-322.476,542.274,241.758,-245.079,545.54,81.0833,-248.541,648.256,84.8415,-216.035,647.354,23.7927
3264,0,-403.829,620.383,589.231,-398.963,595.224,503.271,-385.334,535.66,394.539,-260.49,582.757,149.437,-322.124,543.533,241.464,-244.402,547.221,81.1727,-247.559,649.707,85.4322,-214.142,648.776,24.8105
3265,0,-403.381,620.835,589.086,-398.149,595.855,503.242,-384.492,536.259,394.411,-260.219,584.05,149.24,-321.436,544.985,241.335,-243.683,548.892,81.4994,-246.793,651.379,85.9384,-212.375,650.268,25.4465
3266,0,-402.776,621.234,589.002,-397.682,596.515,503.081,-383.639,536.969,394.323,-259.857,585.647,149.229,-320.694,546.03,240.891,-243.056,550.522,81.6918,-246.082,652.768,86.1953,-210.805,651.729,26.4149
3267,0,-402.022,621.767,588.861,-397.583,596.968,502.443,-382.605,537.867,394.237,-259.289,587.035,149.459,-320.102,547.216,240.62,-242.31,552.252,81.5249,-245.175,654.411,86.5879,-209.665,653.424,27.3923
3268,0,-401.328,622.306,588.742,-396.754,597.631,502.529,-381.71,538.565,393.992,-258.962,588.505,149.389,-319.465,548.518,240.414,-241.337,554.13,81.93,-244.318,655.898,87.052,-207.266,654.954,28.8237
3269,0,-400.663,622.825,588.773,-395.558,598.059,502.51,-380.818,539.218,393.632,-258.624,589.941,149.279,-318.643,549.731,240.148,-240.439,555.908,81.9253,-243.559,657.896,87.9237,-205.183,656.909,30.0337
3270,0,-399.867,623.365,588.955,-394.674,598.576,502.361,-379.986,539.815,393.2,-258.137,591.263,149.187,-318.199,550.858,239.829,-239.247,557.757,81.9606,-242.584,659.841,88.6775,-203.525,658.733,30.3789
3271,0,-399.019,623.799,588.727,-394.341,599.178,501.904,-379.053,540.534,392.766,-257.678,593.047,148.926,-317.695,552.092,239.519,-238.226,559.622,82.2614,-241.929,661.603,89.5663,-201.879,660.826,31.4207
3272,0,-398.19,624.21,588.637,-393.87,599.905,501.613,-378.138,541.493,392.543,-257.286,594.428,148.585,-316.869,553.146,239.302,-237.345,561.36,82.3469,-241.272,663.12,89.767,-200.57,662.648,32.7298
3273,0,-397.403,624.67,588.381,-393.111,600.621,501.547,-377.139,542.22,392.157,-256.796,596.158,148.529,-315.529,554.549,239.043,-236.165,563.462,82.2985,-240.673,664.81,90.1954,-199.183,664.908,33.9102
3274,0,-396.664,625.014,588.264,-392.192,601.116,501.095,-376.02,542.878,391.982,-256.293,597.824,148.466,-314.544,555.978,238.74,-235.366,565.277,82.3005,-240.019,666.77,90.8163,-198.254,666.899,34.534
3275,0,-396.044,625.379,587.891,-391.477,601.473,500.581,-374.851,543.623,391.677,-255.747,599.601,148.367,-313.94,556.981,238.515,-233.996,567.536,82.641,-239.431,668.749,91.3069,-196.398,669.305,35.9088
3276,0,-395.356,625.745,587.539,-390.716,601.863,500.062,-374.01,544.243,391.311,-255.242,601.549,148.328,-313.35,558.281,237.94,-232.784,569.586,83.1364,-239.178,671.331,91.6302,-194.853,671.665,37.1196
3277,0,-394.787,626.093,586.79,-389.89,602.509,500.086,-373.049,545.157,390.808,-254.742,603.292,148.119,-312.373,559.771,237.396,-231.634,571.627,83.3359,-238.724,673.269,92.1131,-193.199,674.03,38.0916
3278,0,-393.942,626.64,586.728,-388.45,603.052,500.009,-371.752,545.918,390.293,-254.2,605.169,147.936,-311.641,561.056,236.859,-230.449,573.649,83.3367,-238.249,675.327,92.6356,-191.892,676.594,39.1079
3279,0,-392.938,627.069,586.648,-386.857,603.563,500.034,-370.696,546.524,390.055,-253.594,606.871,147.905,-310.613,562.376,236.264,-229.211,575.959,83.286,-237.882,677.44,92.8572,-190.868,679.099,39.4861
3280,0,-391.97,627.56,586.728,-386.061,604.179,499.396,-369.638,546.99,389.556,-253.094,608.817,147.54,-309.512,563.998,235.991,-227.696,578.345,83.3444,-237.249,679.232,93.1594,-190.361,681.7,39.4886
3281,0,-390.995,627.776,586.518,-385.789,604.632,498.809,-368.523,547.712,389.04,-252.357,610.5,147.258,-308.531,565.055,235.896,-226.802,580.422,83.1065,-236.568,681.46,93.2898,-188.882,684.066,41.4532
3282,0,-390.025,628.103,586.101,-385.178,605.093,498.385,-367.357,548.46,388.542,-251.588,612.608,147.2,-307.57,566.372,235.577,-225.601,582.803,82.9043,-235.933,683.592,94.07,-187.503,686.654,42.3777
3283,0,-389.064,628.529,585.842,-384.558,605.789,497.625,-366.145,549.331,388.17,-250.812,614.176,146.875,-306.621,568.353,235.029,-224.586,584.987,82.7485,-235.223,686.051,94.904,-186.31,689.418,43.6178
3284,0,-388.343,629.001,585.617,-383.572,606.271,497.16,-364.908,550.004,387.732,-250.036,616.316,146.775,-305.803,569.511,234.239,-223.037,587.626,82.8717,-234.508,687.778,95.2951,-185.651,692.254,44.2405
3285,0,-387.694,629.385,585.19,-382.742,606.66,496.787,-363.662,550.521,387.376,-249.24,617.999,146.482,-304.779,570.855,233.803,-222.148,589.876,82.8746,-234.104,690.223,95.2219,-185.527,694.78,43.8082
3286,0,-386.575,629.735,584.778,-381.118,607.115,497.277,-362.395,551.221,386.702,-248.639,620.066,146.23,-303.174,572.278,233.535,-221.108,592.435,82.5508,-233.885,692.456,95.523,-184.205,697.357,45.2225
3287,0,-385.538,630.177,584.41,-379.246,607.719,497.217,-361.187,552.092,386.293,-247.869,621.924,146.027,-302.251,573.63,233.17,-219.642,594.927,82.6401,-233.745,694.876,96.4012,-182.583,700.485,47.2804
3288,0,-384.367,630.518,584.398,-378.221,608.524,496.793,-359.992,552.99,385.729,-247.151,623.951,145.788,-301.329,574.976,232.575,-218.25,597.433,82.2391,-233.52,697.435,96.899,-181.751,703.431,48.1724
3289,0,-383.433,631.038,584.167,-378.247,609.277,495.997,-358.607,553.854,385.468,-246.435,625.702,145.423,-300.067,576.567,232.126,-217.45,600.021,82.0713,-232.974,699.804,97.5173,-181.334,706.034,48.6533
3290,0,-382.814,631.336,583.775,-377.868,609.607,495.373,-357.295,554.625,385.121,-245.633,628.052,145.523,-299.015,578.128,231.671,-216.325,602.665,81.6553,-232.694,702.253,97.8029,-180.793,708.99,49.2216
3291,0,-382.046,631.625,583.495,-376.412,610.187,495.125,-355.766,555.307,384.363,-244.922,630.079,145.276,-298.201,579.798,231.286,-215.243,605.1,81.1577,-232.2,704.404,98.2083,-180.161,711.964,49.7743
3292,0,-380.967,632.098,583.081,-374.215,610.572,495.395,-354.431,556.328,383.938,-244.084,632.154,145.031,-296.864,581.211,230.843,-214.252,607.813,80.5478,-231.624,706.64,98.0892,-179.429,714.81,50.4157
3293,0,-379.635,632.531,582.808,-372.77,611.315,495.403,-353.295,557.373,383.569,-243.211,634.129,144.535,-295.795,582.749,230.331,-212.815,610.608,80.6105,-231.268,708.865,98.2147,-179.008,717.666,50.6523
3294,0,-378.866,632.914,582.579,-372.007,612.046,495.224,-351.759,558.272,383.276,-242.434,636.123,144.318,-294.659,584.346,230.126,-211.7,613.111,80.5535,-230.742,710.887,98.2041,-178.459,720.701,51.7256
3295,0,-377.835,633.544,582.258,-371.19,612.599,494.663,-350.351,559.038,382.778,-241.799,638.06,144.12,-293.693,585.943,229.377,-210.46,615.782,80.3086,-230.698,713.545,98.9643,-178.181,723.933,52.3088
3296,0,-376.786,634.225,582.183,-370.458,613.257,493.887,-348.957,560.007,382.77,-241.195,640.267,143.86,-292.466,587.606,229.151,-209.421,618.533,80.2264,-230.882,715.951,99.0458,-177.956,726.859,52.3546
3297,0,-375.751,634.781,582.072,-369.654,614.01,493.4,-347.447,561.203,382.266,-240.453,642.67,143.764,-291.126,589,228.899,-208.477,621.147,80.0449,-230.843,718.237,99.0719,-177.918,729.577,52.3436
3298,0,-374.831,635.182,581.941,-368.786,614.869,493.398,-346.01,562.115,381.824,-239.696,644.613,143.674,-290.36,590.729,228.553,-208.075,623.718,79.7311,-230.7,721.063,99.5825,-177.717,732.565,52.3795
3299,0,-373.443,635.607,581.765,-367.358,615.479,493.183,-344.741,562.975,381.767,-238.95,646.995,143.537,-289.069,592.396,228.501,-206.862,626.609,79.7316,-230.398,723.434,100.115,-177.141,735.72,53.497
3300,0,-372.066,636.304,581.538,-365.915,615.945,492.832,-343.229,564.028,381.301,-238.347,648.955,143.098,-287.892,594.27,227.952,-206.048,629.188,79.299,-230.195,725.766,100.253,-176.779,738.949,54.4749
3301,0,-370.909,637.162,581.163,-364.47,616.55,492.794,-341.788,565.076,380.98,-237.759,651.363,142.969,-286.873,595.774,227.545,-204.934,631.681,78.9165,-230.129,728.124,99.9521,-176.818,741.711,54.6908
3302,0,-370.228,637.866,580.665,-363.826,617.604,492.11,-340.263,565.998,380.496,-237.235,653.466,142.672,-285.729,597.597,227.5,-204.002,634.37,78.8332,-230.03,730.208,99.939,-176.808,744.587,54.3323
3303,0,-369.449,638.5,580.256,-363.178,618.503,491.434,-338.807,567.022,380.129,-236.512,655.672,142.372,-284.681,599.318,226.752,-203.152,637.031,78.8492,-229.833,732.595,100.052,-176.854,747.565,54.4075
3304,0,-368.155,639.24,580.238,-362.077,619.297,491.168,-337.486,567.963,379.911,-235.796,658.004,142.322,-283.41,600.914,226.464,-202.263,639.667,78.8341,-229.273,734.982,100.825,-176.704,750.583,55.5332
3305,0,-367.009,639.862,579.956,-360.765,620.004,490.977,-335.984,568.97,379.676,-235.096,659.975,141.99,-282.339,602.759,226.28,-201.785,642.427,78.5392,-229.213,737.097,100.663,-176.516,753.342,56.4563
3306,0,-366.089,640.458,579.3,-359.48,620.904,490.735,-334.309,569.948,379.16,-234.563,662.509,141.714,-281.48,604.487,225.639,-201.01,645.372,78.2972,-229.502,739.589,100.24,-176.212,756.223,56.9997
3307,0,-364.819,641.373,578.855,-357.645,621.781,490.792,-332.804,571.323,378.914,-234.13,664.56,141.31,-280.334,606.553,225.362,-200.221,647.797,78.3591,-229.768,741.919,99.9104,-175.642,759.294,57.5454
3308,0,-363.718,642.263,578.789,-355.977,622.784,490.595,-331.652,572.374,378.539,-233.629,666.83,141.078,-279.408,608.164,224.912,-199.429,650.431,78.1668,-229.341,744.599,100.805,-175.833,762.264,57.5775
3309,0,-362.926,642.885,578.559,-355.06,623.467,490.568,-330.083,573.164,378.168,-233.132,669.097,141.093,-278.584,610.087,224.734,-198.619,653.237,77.9602,-229.016,746.828,101.611,-176.359,764.787,57.4535
3310,0,-362.01,643.618,578.287,-354.638,624.367,490.047,-328.44,574.3,377.78,-232.66,671.399,140.832,-277.433,611.836,224.388,-198.066,655.897,77.6581,-229,749.074,101.711,-176.033,767.757,58.6646
3311,0,-360.915,644.78,577.733,-353.864,625.712,488.914,-326.996,575.739,377.493,-232.214,673.882,140.626,-276.392,613.641,223.862,-197.447,658.623,77.0383,-228.982,751.855,101.454,-175.725,770.867,59.5456
3312,0,-359.668,645.497,577.572,-352.728,626.674,488.542,-325.86,576.634,377.183,-231.593,676.062,140.26,-275.23,615.359,223.749,-197.103,661.505,76.4698,-229.378,754.025,101.415,-175.51,773.802,60.0433
3313,0,-358.562,646.052,577.045,-351.786,627.273,488.519,-324.587,577.893,376.673,-231.17,678.405,140.305,-274.314,617.426,223.17,-196.319,664.334,76.2828,-229.268,756.177,101.903,-175.713,776.646,60.11
3314,0,-357.317,646.622,576.881,-350.75,628.285,488.176,-323.386,579.087,376.111,-230.797,680.751,139.959,-273.668,618.789,222.625,-195.329,667,76.6677,-229.122,758.658,102.19,-175.93,779.283,60.4971
3315,0,-356.108,647.59,576.584,-349.502,629.279,487.667,-322.06,580.353,375.404,-230.441,682.642,139.724,-272.519,620.701,222.866,-195.06,669.557,76.706,-228.989,761.109,102.651,-175.873,782.142,61.1932
3316,0,-355.538,648.497,576.126,-348.463,630.291,486.795,-320.485,581.217,375.539,-230.031,685.164,139.414,-271.462,622.596,222.439,-194.784,672.546,76.2559,-229.558,763.45,102.595,-175.684,785.345,61.7588
3317,0,-354.84,649.035,575.645,-347.216,631.095,486.836,-319.104,582.628,375.518,-229.69,687.264,139.2,-270.827,624.623,221.718,-194.518,675.346,75.728,-229.705,765.794,102.529,-176.161,788.242,62.3116
3318,0,-353.966,649.645,574.997,-346.186,631.782,486.49,-317.986,583.81,374.962,-229.327,689.581,139.216,-270.139,626.367,221.514,-194.152,677.797,75.3887,-229.786,768.106,102.811,-176.416,790.872,63.2704
3319,0,-352.815,650.469,574.666,-345.412,632.765,485.804,-316.812,584.662,374.357,-228.983,691.954,139.111,-269.302,628.141,221.122,-193.26,680.914,75.1749,-229.597,770.84,103.388,-176.204,793.949,64.3429
3320,0,-352.094,651.32,574.316,-344.634,633.774,485.288,-316.027,586.074,373.577,-228.77,694.171,138.998,-268.718,629.711,220.653,-193.095,683.731,75.2559,-229.578,773.029,103.743,-176.533,797.109,64.5977
