shoulder,elbow,wrist,ThumbTip,Sequence
0.8751698178068456,2.3796953250363386,2.8967315443444246,0.4061328477235068,0.0
0.741610066005072,,,0.8603343826675816,0.0
1.1383390575746273,,,0.966272347736394,0.0
0.7760521180951847,,,0.7439285180714529,0.0
0.5876146696603545,,,1.054419745642123,0.0
0.8156666230758763,,,0.7661114866649652,0.0
1.125500106619284,,,0.9644630423194088,0.0
1.1461693810253046,,,0.7048414644442998,0.0
1.0362751372101737,,,0.8045342814324323,0.0
1.313647140597491,,,0.6531682861254147,0.0
1.2956800569585336,,,1.05274735810639,0.0
0.9766062103017578,,,0.8540668884812184,0.0
1.2865561627850228,,,0.15729872853904397,0.0
1.1541715816982998,,,1.115197475786246,0.0
1.4785526334899268,,,0.6600747230427759,0.0
1.6116482246445802,,,0.7162877145393516,0.0
1.2910031138614697,,,0.5873577189413631,0.0
1.3334400061494693,,,0.4932399416105794,0.0
1.5073178994492336,,,0.7130918594402831,0.0
1.364662214615787,,,0.29212079693168214,0.0
1.6710882711574258,,,0.46342744847496065,0.0
1.4786926523114876,,,0.2203830528874584,0.0
1.651068441949022,,,0.12973469081167088,0.0
1.4321490844182483,3.074304636824385,2.967822770988864,0.2522468830332678,0.0
1.527116069590041,2.998513465035636,2.0157742929207116,0.8003084967685933,0.0
1.7150659491692632,2.8299116593985856,2.735019926801272,1.3365495912984335,0.0
1.2328479589957502,2.7176024359718127,3.5556045899396325,0.8068157720322617,0.0
1.2607348016137534,2.5440727190864916,2.9705142652409653,0.3622165650546528,0.0
1.4948643550503087,2.5023397051559435,2.4573813297899227,0.6063979221600218,0.0
1.442171224231012,3.3085129590195077,2.2475626798823667,0.3444176098866063,0.0
1.7933865980317572,,,0.6630369522130691,0.0
1.535453301145972,,,0.5693343832933347,0.0
1.6074339799817938,3.2759252128215475,2.6798578320500566,0.45468780498270944,0.0
1.3552952630330701,2.932669432445478,1.5432987397130749,0.568086824349947,0.0
1.2924277001055395,2.1256248493090117,2.2888114819705097,0.9033091884842139,0.0
1.6447168631712958,2.595804499572339,2.443638680328981,0.726285074884519,0.0
1.1600250902458586,1.7116194086303262,1.57214026091821,0.5176829241920264,0.0
1.2957395725993697,2.573362780487809,2.068679047121629,0.4540257812063032,0.0
1.5343341259321681,2.320510935117515,2.607482310582377,1.0315707876825528,0.0
1.2420281961372546,2.54243583989845,1.3890752319438975,0.5597585550931803,0.0
1.3894982871526018,1.6508073782243486,1.9463301364362553,0.4474190876571941,0.0
1.3782773886268371,,,0.781640742285099,0.0
1.3150584055470629,,,0.8228332820201195,0.0
1.3137775344403082,2.461100160497336,1.4713480213735903,0.8489236950397855,0.0
1.1220860216578536,2.016984134791326,1.1885541636795578,1.1718017067746562,0.0
1.2957772339411184,1.1892930673303437,2.205521706989088,1.18440027017897,0.0
1.0288511116774632,1.3514236937392992,1.3495962359165006,1.1600983751389429,0.0
0.8867963464065414,1.707097243861625,1.7976531923593935,1.7781993251601464,0.0
1.004924778279468,2.0619675070185126,1.0991223771718974,0.6429343978976282,0.0
1.3644854011678054,1.6806552293673858,1.46093257886873,2.3751912365112995,0.0
0.9962941533502944,0.9991641506779849,1.5723412479484233,1.173912160257317,0.0
0.849375776673684,0.9151223961853451,0.8126167608411626,1.8413735118112278,0.0
0.9235511680464566,1.7561480575395572,0.919798347465356,1.732374670791518,0.0
1.0693315669145531,1.347472077632793,0.8845371671105889,1.319903288123783,0.0
0.8976860754183671,1.0687090343025707,0.6996899313267116,0.9746908484232395,0.0
0.6610424267776351,1.380479988989353,0.9459941860286312,0.681404204565823,0.0
0.622013673483122,1.2463233930244513,0.7680377594884098,0.6807643057622931,0.0
1.226462102961178,1.2987085893301922,1.3091653829826273,1.130449331018411,0.0
0.9334608936640411,0.703444383018297,0.7269064589065184,0.9092247301959983,0.0
0.6982233811610816,0.5841549451986485,1.238969329725305,0.5377407925757502,0.0
0.5653037148294477,0.6201370816198488,0.5861706236242136,0.23792065904414908,0.0
0.6310851685786767,0.5528634551134786,0.38616174072530707,0.3247002463811796,0.0
0.6056593514509696,0.6572077297171764,0.3149777134973092,0.12579431624679946,0.0
0.575761070236586,0.7434198006510055,0.48899411039398955,0.32220546239939035,0.0
0.38379921834209013,0.5487631547398065,0.42815942124399803,0.2347079248768622,0.0
0.3342902331807331,0.421930088995815,0.6047222585617257,0.5378428766842456,0.0
0.394442961656013,0.49494040045240834,0.503263360478389,0.520304872166317,0.0
0.3239151123365474,0.3778280031972311,0.253919278511893,0.293573176567615,0.0
0.16784814565552741,0.31905642134268253,0.2330003433473917,0.28389964776307774,0.0
0.22869169202226103,0.2579941859809965,0.27237806446188223,0.31111836975658913,0.0
0.037884693479009725,0.328109737740256,0.14733733403316884,0.1772320794890096,0.0
0.305350962009344,0.167110741725335,0.11334301919393726,0.22889134977102496,0.0
0.13853245107190648,0.1176222768015897,0.3195093269374148,0.4083490663635674,0.0
0.17524671180937315,0.1523942256124048,0.33155133840780004,0.32043994757208105,0.0
0.12598178439763316,0.11448143954369151,0.08099999999998991,0.17366646193206284,0.0
0.19180135557391353,0.15822452401571938,0.09055694341132088,0.11468325945839286,0.0
0.15342151087776376,0.22369622258770078,0.1545768417325124,0.15648006262781436,0.0
0.27033536579581396,0.18120982313328834,0.3131734982401828,0.2644613582359372,0.0
0.04215447781676017,0.17034670528073784,0.4033628763285011,0.21211185728290116,0.0
0.12544544631032506,0.2856028711340145,0.35197295350639674,0.07029516341825769,0.0
0.23290601108601006,0.4523096284626342,0.28134187388298837,0.025455844122716675,0.0
0.30842550153970566,0.4090831211379728,0.31764565163088077,0.07317301415138319,0.0
0.48660558977471174,0.5064049762788819,0.43983310471130715,0.05990125207372868,0.0
0.45175813219024463,0.8762168681325448,0.27580072516219784,0.1141348325446778,0.0
0.2577467943544631,0.708598616989882,0.37756832494265974,0.45884159576045014,0.0
0.46208467838695305,0.6330947796341686,0.2750968011446137,0.29500896596543974,0.0
0.452019911065886,0.8444702481437633,0.4206797000094015,0.3648825016357993,0.0
0.5316862326598544,0.542722765323132,0.559566448243648,0.5160820089869513,0.0
0.5431910897649296,0.5911522646493028,0.7271703789346831,0.612941832476783,0.0
0.5925984222050888,0.787751229767378,1.2094765024587963,0.5175123573403797,0.0
0.7773740991311611,0.8956829796306198,0.9331894984406957,0.6431567771546862,0.0
0.6979781085392746,1.036077217199569,0.7394970520563293,0.47956334305282516,0.0
0.8252563238170124,1.1569719097713629,0.7952873694457889,0.17739830889836222,0.0
0.560428015002811,1.4249456129972011,0.7825191115876808,1.1366957596472318,0.0
0.6935701550672533,1.230099182992992,1.0977118428804564,1.4227230932265102,0.0
0.8938908266673375,1.2241535851354428,0.6670869508542302,0.9751796193522462,0.0
1.173686346516794,1.6816057801993987,0.7174155002507354,0.4609100671497464,0.0
0.9626240179842016,1.573688660440803,1.8323763259767378,0.9113480345071358,0.0
1.0271584298442078,1.4098067243420298,1.5154494382855428,1.8569162609013907,0.0
1.3735060575039084,1.6753874178827999,1.1478179298129183,1.5428553691127298,0.0
1.237285334916732,2.1751229850286733,0.5689173929490977,1.079752513310342,0.0
1.1845806219924202,1.448002071821717,1.985207545824861,1.6196299731728945,0.0
1.6292302507626475,1.9864211537335366,1.3595686816045702,1.4467611966043332,0.0
1.3197236112156274,2.4458536342144117,0.8660773637499116,1.2023494666693213,0.0
1.2595139896007155,1.8190879582911752,1.3711170628359972,1.8538925643089403,0.0
1.6867783019709401,1.9934284536948061,1.1138855416962712,1.3830249491603521,0.0
1.5831562809779747,2.7331086696287756,2.0922669523748527,1.894169517229121,0.0
1.6871924282666018,2.2878725926064942,1.3154729187634344,1.306606524551296,0.0
1.6428960892277777,2.319457910805885,1.731581069427592,1.9991107047885002,0.0
1.4486191217846243,3.0555570686865003,2.440137086312969,1.6326122901656832,0.0
1.769809040546426,2.5092178064089983,1.7372648042253123,1.788015950711839,0.0
1.916898275861298,2.951244652684699,1.7920505015205366,1.3516878485804358,0.0
2.115771490497031,2.6645025802201765,2.1763285597537743,1.6193960880525775,0.0
2.166219462566093,2.895865501020391,2.034229583896571,1.822875201433172,0.0
1.780635114221895,2.6550180790344866,2.2222794603739597,1.922103181413527,0.0
1.6494809001622412,3.423007741738239,2.4217755882822867,1.5145139187211132,0.0
2.153044588483932,3.197211441240633,2.8247491924062866,1.700237892178616,0.0
2.2542549212544243,,,1.6944170708535793,0.0
2.0090762180664177,,,1.5309137794141163,0.0
1.8522317376613464,2.7161846402628864,2.71980164717944,1.7843661171407605,0.0
2.189226246873535,3.9242390345135663,2.921431498426768,1.2889785917539511,0.0
2.0888022788191356,3.200496992656001,3.1499241260703346,1.8943325711183756,0.0
2.5965993318184406,3.7465458758702113,3.5950883160223035,1.6764780970833049,0.0
1.7574251648363506,3.4707140475700347,3.255038095015168,1.5592446376370797,0.0
2.2784950932578405,4.024546713606362,3.6968654289816896,1.4489845720365537,0.0
2.175628874601522,3.463958573655303,3.310615350656116,1.9117394932364695,0.0
2.41575901943882,,,1.1818714354784978,0.0
2.0258028754052075,,,1.5552452829055579,0.0
2.6403089288944943,,,1.2818459696859248,0.0
1.9691953788286394,,,1.683614552087268,0.0
2.325197247546978,,,1.2431242456005398,0.0
2.4779491843054107,,,1.3946265593341112,0.0
2.3727098958785646,4.420598064741918,4.199622006800132,1.0702844902174287,0.0
2.2879230756299624,4.272476528899799,4.382122088668919,1.5488262943273985,0.0
2.0768276384909417,4.339263965236526,4.37387116865596,1.156089360732981,0.0
2.492838464481823,4.301137278674115,3.954061456275076,1.3811811648006427,0.0
2.1989123311310097,4.008291792023107,4.239810608977702,0.8710530638256307,0.0
2.3426126440365542,,,1.3547878062633976,0.0
2.221651151733794,,,0.9894800705421003,0.0
1.986230915578533,,,1.038867171490153,0.0
2.2517630181704154,,,1.4812273424427485,0.0
2.0018767919130367,,,0.9773081857837789,0.0
2.276214447278648,,,0.9232059629356838,0.0
1.8994737929226375,,,1.1184958158169338,0.0
2.1787579053213006,,,,0.0
1.9676790896891887,,,,0.0
2.254888990615706,,,,0.0
1.9144705900065668,,,1.2140593066238865,0.0
1.9101077482697224,,,1.0449124365228004,0.0
1.9133257041079006,,,0.8649306330567944,0.0
2.219019894007268,,,0.7263036555050498,0.0
2.094728404829577,,,0.8962019861615947,0.0
1.73884363992281,,,0.5336140927674223,0.0
1.7956060258308253,,,0.8346909607753004,0.0
2.0985716267023435,,,,0.0
2.112170998025485,,,,0.0
1.3720751034837557,5.264783657473468,5.660175703986589,1.2629210624579619,0.0
1.520653051323671,4.272332969233537,5.493305471207652,1.0143313856920695,0.0
1.8469247198789878,4.236634012987243,5.348233633640146,0.838076780492131,0.0
1.9934713643290887,4.226329406234194,5.695400512694446,0.6544348401483405,0.0
1.87437299449708,4.182105048895795,5.928647569218475,0.9134091963626974,0.0
1.4968173249932548,4.251614215800903,5.098261174165139,1.1236328092397545,0.0
1.57030801118762,,,1.4230127054949187,0.0
1.8198119727323085,,,0.89039429468076,0.0
1.2918592971372809,4.864333912263824,6.00122145900315,1.0891091267637083,0.0
1.5058361631997288,3.945958002817607,5.439878491290022,1.0029386272349898,0.0
1.5241318709350535,3.9223282626521305,5.590757819830906,0.7540637638820546,0.0
1.5472168944268887,3.5424041680756866,5.287240584652799,1.3061127975791227,0.0
1.7332344556144132,,,0.2661057120770062,0.0
1.291704917202098,,,1.0723351574950835,0.0
1.368129161791366,3.991091240500529,5.31605774987443,0.9008983793969135,0.0
1.6130295180463816,3.662035395787445,5.551721354679109,0.5910012605739546,0.0
1.3321090261686532,3.521589102947673,4.961085969825528,0.6338843427629436,0.0
1.1029919383658222,3.7352160258812246,5.21414182776035,0.3541263051511511,0.0
1.139120738508441,3.8571246038986144,4.936883733692739,1.6895128765416392,0.0
1.1764841807691153,2.985765779494433,4.932938880626868,0.2884647118799846,0.0
1.2326259939251638,3.1538919195178776,4.615397924339776,1.0325534175043953,0.0
1.7566789945804018,3.642925089814492,4.673277757634389,0.7976928983010931,0.0
1.2980978886047443,3.174160859187854,4.495093102484052,1.4312383065024465,0.0
0.8467862498292992,3.0984117883199107,4.919439094043169,0.3092348783692125,0.0
0.887826459675535,3.010137246040473,4.452035152601555,0.7656361799183669,0.0
1.3367505737421221,3.088257113648402,4.842679630122145,0.5791332834503563,0.0
1.0820742581265708,2.801564912687175,4.184356103392735,0.37119969019385285,0.0
1.02523049237719,3.4200895324538214,4.456737371665517,0.7115311377585658,0.0
0.8124455197119153,2.8834022005262923,4.568516717710446,0.25921460221213877,0.0
1.1000701352641342,2.44321719050931,4.433408846474672,0.613882366581738,0.0
1.115390919095113,2.6993158392451684,4.115765906851374,0.38821206833378946,0.0
1.085651463223847,2.641644669519376,3.6947476233161396,0.4696780705973004,0.0
0.9875678087604558,2.747488700613714,4.175216521331533,0.3786807230372209,0.0
0.9895681038210968,2.3753300423309125,4.2852474841016965,1.411051296020105,0.0
0.888394342676741,2.3212068757437083,3.7558085680716164,2.3140159809301157,0.0
0.8101817836139875,2.3912620015381343,3.8571930208378387,0.7200444430727857,0.0
0.8773303197770174,2.807374860968944,3.8293895074802644,0.06281687671320199,0.0
0.6947056930816218,2.1958098301081823,3.5970917419493023,0.21196310999794235,0.0
0.7871926384309642,,,0.6338941630903348,0.0
0.7602329971791393,,,0.49376678705639565,0.0
0.8056627644369034,,,0.04411632350956401,0.0
0.9277322027395476,,,1.0901390966294173,0.0
0.9310490642280839,,,1.437701512832215,0.0
0.9710352259315628,,,0.4326883867172897,0.0
0.7702624487796396,,,3.0796697696344104,0.0
0.4939716591060108,2.880629314924085,3.0594872119360375,0.6117915985039357,0.0
0.48083015712421906,1.8207303507109451,3.0729596482869432,1.5759071070339095,0.0
0.56387166093003,2.652078618744125,2.9307920431173926,0.5925175102897781,0.0
0.8417984853870564,1.264260768196218,3.877364310972061,1.5335514337641238,0.0
0.7809631489385274,0.9232817608943062,2.7509563791525196,1.4717422362628607,0.0
0.7033540786830336,2.746664347895448,2.131575942817885,3.2571492520300627,0.0
0.4654342058765974,1.6660791217706359,2.2224972440927546,1.6608309998311084,0.0
0.35276877696308745,1.0692810668855837,3.259549815541996,0.7716153251458925,0.0
0.6649668337594329,0.8397570422449198,2.7117686110729364,0.17102093439105628,0.0
0.5687173638987497,2.248608538630055,2.4775409179264702,1.9892062336520169,0.0
0.5502470445172031,1.4427369857323065,1.900391012397134,1.2803060923076157,0.0
0.5623040458685106,0.6894996809282133,2.250347750904305,0.4056932831585948,0.0
0.4627798180560215,1.1208349387844274,2.338959383999636,1.3860101911602154,0.0
0.423365574887698,1.4656380726496137,1.7201389478760822,1.2179600321849695,0.0
0.5021625334491095,1.6414556375363702,1.408228319556106,1.3556554908972964,0.0
0.5162848148067521,0.5783021355658509,2.914462042984947,0.6591549514340346,0.0
0.4230133449431183,0.6537843681215133,1.6351079475068673,0.589446553980934,0.0
0.435760530566994,1.2380974315456421,1.6724640504357133,1.3861068537454144,0.0
0.4960223382066403,,,1.691802970206621,0.0
0.4357719128167966,,,0.9793518264648519,0.0
0.46175046291264227,,,0.6198274033954951,0.0
0.6112260220245236,,,1.603804988145376,0.0
0.391062654826539,1.046569276254573,1.3188923382899191,1.36797414083747,0.0
0.3054730921047037,0.9255587285526552,1.5019816909669927,0.32131929602810316,0.0
0.4736475482888248,0.7685870152429238,1.4527147001389973,0.2053728316988392,0.0
0.3790557874508637,0.6231712766165541,1.075822011301123,0.39232034104796615,0.0
0.3332056422091551,0.7656782679429072,1.0156524996277239,0.887511261900379,0.0
0.37466785290441823,0.7201259889769757,1.085345106406318,0.978546784778329,0.0
0.2677853618105667,0.6281562226070804,0.6401257688923363,0.8810813583319129,0.0
0.3700997298026673,0.5048165607425892,0.3709730448428304,0.5276991661922408,0.0
0.3223240760476093,0.8331222059218111,0.7306750303657892,0.9634751112509388,0.0
0.3788891658520274,0.843907554178723,1.1451257572860698,0.39292036088755145,0.0
0.41866210719381847,0.8030722819273668,1.3737026606947877,0.43546330499825675,0.0
0.1534623406572275,,,1.539637619701465,0.0
0.1383374497379848,,,0.3727412507356777,0.0
0.2538795777528799,0.6308022194000242,0.5245817381495699,0.8248207381001034,0.0
0.20750383128993363,0.6611913490056776,0.5812847839053882,0.8210951284717253,0.0
0.30155596495503173,0.39764753237008754,0.8605707408458645,1.075217099008382,0.0
0.27052053526493985,0.3946685824841103,0.7495725448547295,0.6722298788361031,0.0
0.3518050028069282,0.4044851542392982,0.5535458427266992,0.6251426157286011,0.0
0.40825395282847154,0.24941092598360512,0.43606650868882796,0.4761684155842368,0.0
0.22132828558499795,0.25069505380045143,0.4154202691251084,0.5330337700371347,0.0
0.19336535367012028,0.32940394654586186,0.9120942933710309,0.2211262309179984,0.0
0.25089806695152805,,,0.27871923148573774,0.0
0.16837030617072887,,,0.13135543384269327,0.0
0.24136157523514326,0.10226930135675857,0.3115509589136233,0.3405572492254385,0.0
0.1609638468725199,0.3679310397343309,0.2720018382290797,0.047573206744976004,0.0
0.3420208911748453,0.29307398383342775,0.08830062287430039,0.20538765785703195,0.0
0.24764603772312144,0.3278699284777835,0.30674256307202163,0.2665090805207262,0.0
0.20168958822908942,0.4016568684835296,0.17164498244928392,0.3771236534612949,0.0
0.1421979254419231,0.5869708766199048,0.19445822173413985,0.45164172747875675,0.0
0.23812811677754236,0.309397414339551,0.2653695536417173,0.2908275090152275,0.0
0.23212024900894462,0.21924972063837858,0.16352064089894072,0.2233965084776301,0.0
0.13174581587292916,0.10353144449878057,0.2410850472343484,0.282443427963902,0.0
0.1284373777370771,0.10943564318810567,0.353379399512763,0.3555353850181436,0.0
0.19670762567832664,0.1865681912867301,0.18571214284476878,0.15626199153984202,0.0
0.08030747163247551,0.1887972722260247,0.11493911431710427,0.132893039697353,0.0
0.10165549665409164,0.13769389964700476,0.02229349680957799,0.4761327966019523,0.0
0.11781175662900702,0.2076550264260499,0.10224480426898516,0.15375682098691354,0.0
0.09231272934971659,0.11391316868563368,0.2256257963974866,0.2728106302914149,0.0
0.12311543363852334,0.17429173818633326,0.20517553460388113,0.19358824861028964,0.0
0.1246767420171218,0.13459361054667252,0.08324061508665472,0.19838298818193473,0.0
0.12817581675179462,0.09360026709366584,0.15495160534824282,0.8436342157594097,0.0
0.07825145366062651,0.14639207628832648,0.13375724279453485,0.431703324054846,0.0
0.1599371439034191,0.20372736684108123,0.1352996674053512,0.1882449468113169,0.0
0.15893709447452445,0.02514835978743778,0.12963795740450848,0.12463952021734119,0.0
0.08777152157736032,0.2021564740491614,0.25849177936638446,0.5260535048832854,0.0
0.0981132508889929,0.1547644662059304,0.19965470192309875,0.3146436714761636,0.0
0.13196094119093524,0.24633034729808564,0.12169634341263318,0.3640741820014129,0.0
0.1559915382321142,0.20386821723846266,0.28196808330022316,0.2568743077849561,0.0
0.12216419278986523,0.4441884847674102,0.13140395732244076,0.286362288019915,0.0
0.18893091329896242,0.21279154118524615,0.25800775182150176,0.7431134772025134,0.0
0.15596284814018174,,,0.20534266483125097,0.0
0.07104090371050524,,,0.24224359640657922,0.0
0.1183788832520093,0.2553532651054145,0.3418683957314699,0.37342502594226923,0.0
0.11594916989784422,0.18602153101188104,0.2517419313502983,0.26200437019259565,0.0
0.2901041881807001,0.575299052667454,0.33672837718255516,0.41857760331865346,0.0
0.07805261046242369,0.19138181731810708,0.1820714145603411,0.5555582777711167,0.0
0.1553763495516334,,,0.648409315170593,0.0
0.10206390155191494,,,0.28671109151897606,0.0
0.21128880708644188,0.18547034803440676,0.8231773806416115,0.5721546993602499,0.0
0.08524060065482714,0.31278324763327386,0.8791404893417656,0.3351461770630727,0.0
0.09701566883757404,0.2593106245412544,0.6455083268246236,0.2583239052043013,0.0
0.1264754521636327,0.37676363943460583,0.6581717101182916,1.1543889985615747,0.0
0.1386046536015272,,,0.45595508550732566,0.0
0.09521113380272064,,,0.3286060863709017,0.0
0.06998635581313659,,,0.3650981237968909,0.0
0.07792566971158219,,,0.32228614614967804,0.0
0.11817597048469534,,,0.33433970748324754,0.0
0.08435786863114553,,,0.18923860599784617,0.0
0.09027740581118097,,,0.5078742856258804,0.0
0.11791204349011342,,,0.3862845583245406,0.0
0.09542667341989258,,,0.32114951346683746,0.0
0.0941195516351514,,,0.2160092590608179,0.0
0.22118996360589954,,,0.4705911176382283,0.0
0.26834761038620863,,,0.23099586576391185,0.0
0.2028057198405041,,,0.24667892086674875,0.0
0.23220510330306662,0.26138647631430223,0.28314483926078,0.46823109678877034,0.0
0.23196389805317041,0.19596655326860749,0.2603785705468064,0.3287890661199266,0.0
0.2685401459745043,0.20221631981624166,0.48480305279567004,0.34055873208593995,0.0
0.09228759396571147,0.2327960480764233,0.36502876598976125,0.26315662636538373,0.0
0.20010437276585713,0.11188427056559419,0.27330568965901625,0.1902172705092714,0.0
