Frame,Sub Frame,Tasch:shoulder:X (mm),Tasch:shoulder:Y (mm),Tasch:shoulder:Z (mm),Tasch:shoulderElbowSupport:X (mm),Tasch:shoulderElbowSupport:Y (mm),Tasch:shoulderElbowSupport:Z (mm),Tasch:elbow:X (mm),Tasch:elbow:Y (mm),Tasch:elbow:Z (mm),Tasch:wrist:X (mm),Tasch:wrist:Y (mm),Tasch:wrist:Z (mm),Tasch:elbowWrist:X (mm),Tasch:elbowWrist:Y (mm),Tasch:elbowWrist:Z (mm),Tasch:outerKnuckle:X (mm),Tasch:outerKnuckle:Y (mm),Tasch:outerKnuckle:Z (mm),Tasch:thumbKnuckle:X (mm),Tasch:thumbKnuckle:Y (mm),Tasch:thumbKnuckle:Z (mm),Tasch:thumbTip:X (mm),Tasch:thumbTip:Y (mm),Tasch:thumbTip:Z (mm)
20980.0,0.0,398.293,-83.2025,482.2885,333.968,0.702238,331.563,283.943,70.1502,195.344,162.464,219.676,60.12853333333334,207.056,166.0,112.478,193.64,263.406,31.0361,79.5411,239.672,29.5485,44.4806,283.157,17.7364
20981.0,0.0,399.208,-83.6388,481.34,334.052,0.209835,330.039,284.608,70.0193,194.673,163.838,219.177,58.6199,207.828,165.939,111.955,193.994,262.917,29.7915,80.2361,239.522,29.4674,45.4115,283.355,17.4588
20982.0,0.0,400.031,-84.1127,480.588,335.291,0.21411,328.515,285.245,69.7108,194.011,163.898,218.852,58.98,208.908,165.704,111.181,194.65,262.497,29.1357,81.1038,239.393,29.1544,46.072,283.436,17.2017
20983.0,0.0,400.977,-84.3809,479.757,336.984,0.75874,329.063,285.769,69.5436,193.334,163.668,218.881,59.4019,209.825,165.416,110.83,194.974,262.14,28.7191,81.3216,239.243,29.0594,46.3189,283.523,17.3801
20984.0,0.0,401.632,-84.5175,479.074,338.267,1.0124,329.539,286.147,68.9865,192.685,163.623,218.918,59.4508,210.283,165.142,110.825,194.85,262.118,28.9408,81.1515,239.124,29.2999,46.3503,283.549,17.2975
20985.0,0.0,402.563,-84.9676,478.11,338.894,0.631254,328.836,286.927,68.5234,192.186,163.762,218.827,59.2312,210.651,164.691,109.888,194.833,262.351,28.7662,81.0297,239.392,29.3744,46.3852,283.405,17.7383
20986.0,0.0,403.485,-85.2208,477.146,339.307,0.116579,328.113,287.578,68.275,191.662,163.788,218.556,59.141,210.847,164.175,109.129,194.676,262.415,28.7557,81.0245,239.645,29.3065,46.2611,283.258,17.6445
20987.0,0.0,404.374,-85.5216,476.182,339.675,-0.407142,326.90325,287.655,67.6914,190.57,163.764,218.354,59.1216,210.933,163.604,108.696,194.614,262.455,28.5164,80.7233,239.483,29.477,46.2896,283.251,18.2706
20988.0,0.0,405.511,-85.8461,475.458,339.803,-1.19011,325.6935,287.77,67.1382,189.853,163.1,217.881,60.1619,210.835,163.122,108.506,194.458,262.442,28.3679,80.3927,239.074,29.5901,46.4446,283.129,18.8117
20989.0,0.0,406.323,-86.112,474.781,340.165,-1.68623,324.48375,288.136,66.8343,189.332,163.275,217.985,59.4761,210.82,162.682,108.122,194.431,262.396,28.3575,80.1082,238.576,29.8045,46.5131,282.892,19.5557
