Frame,Sub Frame,Tasch:shoulder:X (mm),Tasch:shoulder:Y (mm),Tasch:shoulder:Z (mm),Tasch:shoulderElbowSupport:X (mm),Tasch:shoulderElbowSupport:Y (mm),Tasch:shoulderElbowSupport:Z (mm),Tasch:elbow:X (mm),Tasch:elbow:Y (mm),Tasch:elbow:Z (mm),Tasch:wrist:X (mm),Tasch:wrist:Y (mm),Tasch:wrist:Z (mm),Tasch:elbowWrist:X (mm),Tasch:elbowWrist:Y (mm),Tasch:elbowWrist:Z (mm),Tasch:outerKnuckle:X (mm),Tasch:outerKnuckle:Y (mm),Tasch:outerKnuckle:Z (mm),Tasch:thumbKnuckle:X (mm),Tasch:thumbKnuckle:Y (mm),Tasch:thumbKnuckle:Z (mm),Tasch:thumbTip:X (mm),Tasch:thumbTip:Y (mm),Tasch:thumbTip:Z (mm)
20148.0,0.0,353.613,-37.2296,522.766,322.429,8.5759,348.717,288.857,55.281175,196.114,178.782,208.848,69.402,222.7031111111111,158.7458947368421,113.09544444444444,192.868,254.187,23.6597,89.8526,244.611,67.5116,60.682,286.947,58.286
20149.0,0.0,353.544,-38.3086,522.967,323.351,6.982600000000001,348.899,290.009,53.75535,196.441,181.922,208.784,69.9865,225.95538888888888,158.28547368421053,113.83505555555556,195.548,254.635,24.5288,93.5008,244.913,68.7651,63.7249,287.468,58.6223
20150.0,0.0,353.542,-39.4292,523.115,324.243,5.3893,348.149,291.212,52.229525,196.544,184.964,208.616,71.04615000000001,229.20766666666665,157.82505263157896,114.57466666666669,198.426,254.921,24.9016,96.508,245.191,69.2087,67.1094,287.993,59.9522
20151.0,0.0,353.659,-40.554,523.497,325.223,3.796000000000001,347.714,292.25,50.7037,196.114,188.226,208.842,72.1058,232.45994444444443,157.36463157894738,115.31427777777778,201.92,255.644,25.5811,99.5613,245.283,70.457,70.6704,288.766,59.6363
20152.0,0.0,353.773,-41.4458,524.024,326.111,2.2027,348.344,293.656,49.177875,195.861,191.469,208.696,72.9125,235.71222222222224,156.9042105263158,116.05388888888888,205.378,256.157,26.977425,102.778,245.57,70.6638,74.3594,289.419,59.8041
20153.0,0.0,353.848,-42.4632,524.43,326.821,0.966402,348.527,294.981,47.65205,195.649,195.063,208.843,73.4794,238.9645,156.4437894736842,116.7935,209.397,256.613,28.37375,106.596,245.963,70.7642,77.9844,289.848,60.0949
20154.0,0.0,353.891,-43.4687,524.73,327.457,-0.4533339999999999,348.187,297.143,46.126225000000005,195.974,198.669,208.959,74.1523,242.2167777777778,155.98336842105263,117.53311111111113,213.705,257.065,29.770075,110.095,246.238,70.9597,81.9228,290.686,60.1925
20155.0,0.0,353.91,-44.2926,524.924,328.029,-1.87307,347.635,299.542,44.6004,196.905,202.325,208.851,75.2038,245.4690555555556,155.52294736842106,118.27272222222224,218.02,257.37,31.1664,113.9,246.961,71.6952,86.4995,291.517,60.6842
20156.0,0.0,353.866,-45.2513,525.286,328.81,-3.06572,347.563,302.173,43.5055,196.934,206.669,209.109,76.4074,248.72133333333332,155.06252631578948,119.01233333333332,222.619,257.668,32.8983875,118.13,247.593,71.8232,91.4151,292.573,60.6344
20157.0,0.0,353.818,-45.958,525.655,329.728,-4.25837,348.021,304.599,42.4106,197.323,210.408,209.069,77.4775,251.97361111111115,154.6021052631579,119.75194444444443,227.652,257.842,34.630375,123.117,248.538,72.5407,96.107,293.729,60.665
20158.0,0.0,353.85,-46.6625,526.052,330.638,-5.28232,348.489,307.157,41.29005,197.548,214.826,209.304,78.4276,255.2258888888889,154.14168421052634,120.49155555555556,232.937,257.675,36.3623625,127.786,249.329,73.2836,101.034,294.711,60.6767
20159.0,0.0,353.645,-47.2282,526.425,332.023,-6.18737,349.209,309.581,40.1695,197.956,219.345,209.476,79.3527,258.47816666666665,153.68126315789473,121.23116666666668,238.085,257.746,38.09435,132.58,250.171,73.426,105.987,296.008,61.22
