Frame,Sub Frame,Tasch:shoulder:X (mm),Tasch:shoulder:Y (mm),Tasch:shoulder:Z (mm),Tasch:shoulderElbowSupport:X (mm),Tasch:shoulderElbowSupport:Y (mm),Tasch:shoulderElbowSupport:Z (mm),Tasch:elbow:X (mm),Tasch:elbow:Y (mm),Tasch:elbow:Z (mm),Tasch:wrist:X (mm),Tasch:wrist:Y (mm),Tasch:wrist:Z (mm),Tasch:elbowWrist:X (mm),Tasch:elbowWrist:Y (mm),Tasch:elbowWrist:Z (mm),Tasch:outerKnuckle:X (mm),Tasch:outerKnuckle:Y (mm),Tasch:outerKnuckle:Z (mm),Tasch:thumbKnuckle:X (mm),Tasch:thumbKnuckle:Y (mm),Tasch:thumbKnuckle:Z (mm),Tasch:thumbTip:X (mm),Tasch:thumbTip:Y (mm),Tasch:thumbTip:Z (mm)
6738.0,0.0,402.724,-51.3621,504.293,334.361,19.3753,346.043,278.602,76.4089,207.678,153.298,214.4285,55.7597,196.979,162.2064,118.4996,184.687,253.829,27.1486,67.1327,237.253,34.5634,35.9876,282.704,25.3265
6739.0,0.0,403.658,-51.8824,503.358,335.554,19.0285,345.823,279.101,76.131,207.572,152.397,215.261,56.5404,197.148,161.9636,118.26406666666666,184.645,253.566,27.5768,67.19,237.267,34.4782,36.0137,282.666,25.3492
6740.0,0.0,404.823,-52.6218,502.742,336.34,18.7227,345.707,279.63,75.8602,207.474,152.453,215.363,56.8284,197.317,161.7208,118.02853333333334,184.74,253.822,27.0929,67.3938,237.298,34.3881,36.1129,282.557,25.9398
6741.0,0.0,405.787,-53.3882,502.0,337.178,18.0953,344.914,280.035,75.591,206.959,152.737,215.242,56.6616,197.486,161.478,117.793,184.774,253.994,26.757,67.3323,237.25,34.7015,36.1997,282.565,26.169
6742.0,0.0,406.754,-54.0606,501.295,337.378,17.3558,343.79566666666665,280.128,75.0768,205.941,152.98,215.068,56.22,198.043,161.333,118.253,184.791,253.921,26.8395,67.4912,237.302,34.5,36.3454,282.589,26.4006
6743.0,0.0,407.714,-54.5982,500.523,337.023,16.4396,342.67733333333337,280.242,74.6492,205.02,153.034,214.808,56.2002,198.757,161.356,118.947,184.786,253.851,26.9387,67.3986,237.257,34.6295,36.3686,282.614,26.5245
6744.0,0.0,408.638,-55.1138,499.641,337.9,16.0299,341.559,280.514,74.3344,204.583,153.188,214.805,55.9848,199.241,161.305,118.953,184.866,253.875,26.8371,67.4142,237.299,34.6901,36.4161,282.535,26.6505
6745.0,0.0,409.658,-55.885,499.072,339.632,16.3624,342.592,280.754,73.9167,204.395,153.208,214.701,56.0036,199.621,161.11,118.68,184.838,253.861,26.8968,67.4004,237.208,34.859,36.3554,282.618,26.7358
6746.0,0.0,410.683,-56.3816,498.818,341.061,16.3671,343.107,281.452,73.5354,204.221,153.159,214.673,56.0698,199.828,160.842,118.266,184.912,253.87,26.7577,67.7002,237.332,34.5396,36.391,282.6,26.8529
6747.0,0.0,411.514,-57.0906,497.881,341.697,15.8134,342.692,281.998,73.1618,204.07,153.137,214.69,56.1206,199.977,160.734,117.645,185.004,253.909,26.6682,67.6966,237.33,34.6336,36.4604,282.582,26.8686
