Frame,Sub Frame,Tasch:shoulder:X (mm),Tasch:shoulder:Y (mm),Tasch:shoulder:Z (mm),Tasch:shoulderElbowSupport:X (mm),Tasch:shoulderElbowSupport:Y (mm),Tasch:shoulderElbowSupport:Z (mm),Tasch:elbow:X (mm),Tasch:elbow:Y (mm),Tasch:elbow:Z (mm),Tasch:wrist:X (mm),Tasch:wrist:Y (mm),Tasch:wrist:Z (mm),Tasch:elbowWrist:X (mm),Tasch:elbowWrist:Y (mm),Tasch:elbowWrist:Z (mm),Tasch:outerKnuckle:X (mm),Tasch:outerKnuckle:Y (mm),Tasch:outerKnuckle:Z (mm),Tasch:thumbKnuckle:X (mm),Tasch:thumbKnuckle:Y (mm),Tasch:thumbKnuckle:Z (mm),Tasch:thumbTip:X (mm),Tasch:thumbTip:Y (mm),Tasch:thumbTip:Z (mm)
22504.0,0.0,381.753,-81.6276,498.976,347.603,-22.5379,331.411,310.141,35.0693,183.565,193.632,203.798,78.7636,260.3751935483871,148.0694516129032,115.07422580645162,215.32,246.3155,34.63255,103.546,235.358,70.6511,73.6,280.903,53.9057
22505.0,0.0,381.249,-82.4265,500.1195,348.412,-23.767200000000003,331.599,312.078,34.0052,184.227,196.904,203.888,80.002,263.65448387096774,147.75612903225806,115.97006451612904,218.309,247.262,36.690325,106.31,236.084,71.2574,76.603,281.509,53.9104
22506.0,0.0,380.737,-83.3651,501.263,349.069,-24.9965,331.649,314.478,32.9411,185.256,199.734,203.772,81.5683,266.9337741935484,147.4428064516129,116.86590322580646,221.479,247.503,38.7481,109.35,236.665,72.3443,79.8438,282.464,54.1904
22507.0,0.0,380.192,-84.1119,501.976,350.097,-26.3017,332.514,316.862,31.9744,186.404,203.098,203.85,83.1346,270.21306451612907,147.12948387096773,117.76174193548388,224.046,247.551,39.198,113.147,237.439,72.3635,83.5856,283.567,52.7924
22508.0,0.0,379.608,-84.9029,502.759,351.324,-27.3428,333.59,319.166,31.3024,186.466,207.093,204.08,84.7009,273.4923548387097,146.81616129032258,118.65758064516127,227.751,247.639,39.8274,116.305,237.954,73.4165,87.6557,284.39,53.5763
22509.0,0.0,379.13,-85.7508,503.805,352.555,-28.5331,334.422,321.95,30.43855,187.5185,210.544,204.15,85.9623,276.77164516129034,146.5028387096774,119.55341935483872,231.275,247.671,40.7952,119.618,238.314,74.8687,92.1784,285.217,54.0808
22510.0,0.0,378.7,-86.3279,504.851,353.661,-29.6069,335.019,324.934,29.5747,188.571,214.518,204.521,87.2354,280.05093548387094,146.18951612903226,120.44925806451612,234.666,247.602,41.9095,124.343,239.382,75.0121,96.3705,286.046,53.4804
22511.0,0.0,378.285,-86.9863,505.897,354.431,-30.6493,336.031,327.868,28.9399,189.794,218.726,204.763,88.3805,283.3302258064516,145.87619354838708,121.34509677419356,241.619,248.636,44.504466666666666,129.031,240.14,74.9657,101.444,287.105,53.297
22512.0,0.0,377.802,-87.7738,506.9555,355.782,-31.6495,336.624,329.967,27.689100000000003,191.017,223.026,204.673,89.78485,286.6095161290323,145.56287096774193,122.24093548387096,248.054,249.424,47.09943333333334,133.62,240.734,75.9569,106.8,288.03,54.5978
22513.0,0.0,377.486,-88.5405,508.014,357.291,-32.0876,337.251,333.068,26.4383,189.782,227.867,205.068,91.1892,289.88880645161294,145.24954838709678,123.1367741935484,252.438,250.212,49.6944,138.086,241.274,76.727,111.903,288.931,55.0327
22514.0,0.0,376.912,-88.8758,509.0725,358.666,-32.8935,338.234,335.945,25.6152,191.01,232.76,205.423,92.4167,293.16809677419354,144.9362258064516,124.0326129032258,256.667,250.5,51.57497,142.944,241.956,77.3393,117.137,289.868,54.5851
22515.0,0.0,376.421,-89.3318,510.131,359.88,-33.7359,339.087,339.102,24.9181,192.016,237.767,205.704,93.878225,296.4473870967742,144.62290322580645,124.92845161290325,262.148,251.386,53.45554,148.254,242.676,77.6582,122.833,290.943,53.9698
22516.0,0.0,376.253,-89.8699,510.886,361.1,-34.5046,339.796,342.103,24.053,192.936,242.906,205.956,95.33975,299.72667741935487,144.30958064516128,125.82429032258064,268.057,252.152,55.336110000000005,154.127,243.558,77.6255,128.444,291.865,54.0902
22517.0,0.0,375.815,-90.437,512.0203333333334,362.329,-35.5378,341.01,345.279,23.0411,193.8035,248.239,206.431,96.801275,303.0059677419355,143.99625806451613,126.72012903225809,273.757,252.915,57.21668,159.601,244.149,77.8362,134.665,292.865,54.3048
22518.0,0.0,375.502,-90.7767,513.1546666666667,363.886,-35.9607,341.847,348.453,22.0454,194.671,253.59,206.748,98.2628,306.28525806451614,143.68293548387095,127.61596774193548,279.54,253.505,59.09725,165.236,244.871,78.4996,140.995,293.898,53.8165
22519.0,0.0,375.189,-91.0161,514.289,365.315,-36.6953,342.28,351.694,21.528,195.897,259.185,207.217,99.4042,309.5645483870968,143.3696129032258,128.51180645161293,285.664,253.907,60.97782,171.049,245.685,78.804,147.516,295.291,54.1514
22520.0,0.0,374.883,-91.3101,515.276,366.734,-37.5988,343.556,354.91,20.7109,197.123,265.029,207.671,100.678,312.8438387096774,143.05629032258065,129.40764516129033,292.209,254.404,62.85839,177.621,246.886,79.0397,154.264,296.736,54.5694
22521.0,0.0,374.446,-91.8922,516.151,368.494,-37.8883,344.832,358.159,20.0355,198.3325,270.895,208.03,101.614,316.1231290322581,142.74296774193547,130.30348387096774,298.577,254.958,64.73896,183.757,247.957,79.487,161.427,298.085,54.3021
22522.0,0.0,374.121,-92.4375,517.121,370.106,-38.7714,345.875,361.666,19.5487,199.542,276.579,208.421,102.877,319.40241935483874,142.42964516129032,131.19932258064517,304.92,255.359,66.61953,190.401,249.127,79.4735,168.807,299.32,54.6644
22523.0,0.0,373.854,-92.8426,518.03,371.284,-39.6284,346.854,365.383,19.0493,200.8485,282.641,208.962,104.033,322.6817096774193,142.11632258064515,132.0951612903226,311.948,255.769,68.5001,197.285,250.5095,79.6761,176.317,300.981,54.9648
22524.0,0.0,373.479,-93.3282,519.02,372.945,-40.2782,347.648,368.693,18.4887,202.155,288.83,209.208,105.189,325.961,141.803,132.991,318.326,255.959,70.08465000000001,203.822,251.892,80.4242,183.946,302.461,54.4421
22525.0,0.0,373.222,-93.7917,519.774,374.593,-41.0918,348.983,372.28,17.979,203.409,295.555,209.957,106.171,332.556,142.329,134.85366666666667,325.255,256.253,71.6692,210.82,253.236,80.536,191.575,304.035,54.7002
22526.0,0.0,373.175,-94.3256,520.578,375.941,-41.6589,350.318,375.731,17.9079,204.663,301.672,210.529,107.46666666666668,337.864,142.535,136.71633333333335,332.071,256.468,72.9428,217.772,254.328,80.5891,199.7117857142857,305.59,54.4249
22527.0,0.0,372.788,-94.8946,521.659,377.771,-42.326,351.291,379.412,17.2855,206.249,307.998,210.997,108.76233333333334,342.962,142.503,138.579,339.505,256.849,74.1893,224.473,255.7595,80.8698,207.84857142857143,306.911,54.8449
22528.0,0.0,372.482,-95.131,522.74,379.31,-42.7591,352.303,382.62,17.1139,207.835,314.448,211.519,110.058,348.169,142.415,139.432,346.945,256.871,75.69665,231.87766666666667,257.191,80.2238,215.98535714285717,308.491,54.2103
22529.0,0.0,372.274,-95.4632,523.68,380.377,-43.6569,353.315,386.058,16.5423,209.2215,321.056,211.992,111.274,353.677,142.594,140.496,354.162,257.056,77.204,239.28233333333336,258.6225,80.9567,224.12214285714285,309.976,53.7476
22530.0,0.0,372.129,-96.0546,524.389,381.941,-44.3934,354.60450000000003,389.474,16.4452,210.608,327.748,212.493,112.71966666666668,359.054,142.971,141.73000000000002,361.485,257.142,78.1344,246.687,260.054,81.494,232.25892857142856,311.09,53.4005
22531.0,0.0,371.917,-96.6433,525.359,383.629,-44.5175,355.894,392.992,16.0232,212.3375,334.636,213.332,114.16533333333334,363.321,142.69,142.964,368.76,257.051,79.0255,254.40925,261.4725,81.8099,240.3957142857143,312.421,52.4175
22532.0,0.0,371.613,-97.0263,526.304,384.782,-44.9444,357.1835,396.401,15.6984,214.067,340.895,213.417,115.611,369.614,142.409,144.3582,376.151,257.057,80.522025,262.1315,262.891,82.0832,248.5325,313.57,52.3724
22533.0,0.0,371.25,-97.3538,527.123,386.024,-45.5162,358.473,399.577,15.5318,215.7965,347.768,213.898,116.375,375.779,143.037,145.7524,383.7295,257.01,82.01855,269.85375,264.132,81.7956,256.6692857142857,314.503,52.2765
22534.0,0.0,370.946,-97.6298,527.863,387.398,-45.5477,359.8573333333333,402.802,15.3509,217.526,353.895,214.38,117.093,381.406,143.124,147.1466,391.308,256.941,83.515075,277.576,265.373,81.8863,264.80607142857144,315.287,52.3055
22535.0,0.0,370.67,-97.9612,528.46,388.776,-45.8013,361.2416666666667,406.294,15.0431,219.275,361.001,215.154,118.45133333333334,386.708,142.935,148.5408,398.677,256.857,85.0116,285.132,266.389,81.7074,272.9428571428572,315.834,51.8268
22536.0,0.0,370.609,-98.2401,529.403,389.694,-46.4438,362.626,409.265,15.1392,221.024,367.065,215.591,119.80966666666669,390.807,142.74599999999998,149.935,406.046,256.634,86.058,292.688,267.452,81.7439,281.07964285714286,316.594,50.9614
22537.0,0.0,370.489,-98.4445,530.5135,391.016,-46.3954,364.0935,412.197,14.737,223.02251851851847,374.267,215.815,121.168,396.618,142.557,151.68675000000002,413.338,256.372,87.0644,300.244,268.197,81.3452,289.2164285714286,317.045,50.9172
22538.0,0.0,370.314,-98.747,531.624,392.29,-46.3834,365.561,415.255,14.5944,225.02103703703705,380.237,215.892,122.365,402.195,142.595,153.4385,420.8345000000001,256.224,88.53948333333334,307.8,269.024,81.2418,297.3532142857144,317.427,50.7619
22539.0,0.0,370.073,-98.7954,532.456,393.016,-46.8391,367.0285,418.283,14.8504,227.01955555555557,387.3,216.619,123.781,407.115,142.563,155.19025,428.331,255.8,90.01456666666667,315.2575,269.935,80.8344,305.49,317.558,50.139
22540.0,0.0,369.677,-99.0632,532.788,393.814,-47.4409,368.496,421.117,14.6799,229.0180740740741,393.304,216.782,125.197,411.625,142.621,156.942,435.688,255.467,91.48965,322.715,270.568,80.8356,313.109,317.737,49.59
22541.0,0.0,369.267,-99.3163,533.48,395.077,-47.3462,369.9635,423.852,14.5782,231.0165925925926,400.047,216.89,126.613,416.564,142.473,158.845,442.7,255.164,92.96473333333334,329.9335,271.218,80.8174,320.716,317.819,49.0244
22542.0,0.0,368.848,-99.5958,534.357,396.245,-47.1994,371.431,426.536,14.8064,233.0151111111111,405.819,217.106,127.765,422.913,142.894,160.748,449.639,254.857,94.43981666666669,337.152,271.599,81.4504,328.323,317.738,49.0266
22543.0,0.0,368.573,-99.8131,535.097,397.081,-47.2548,372.8985,428.907,14.6339,235.01362962962963,411.327,217.473,128.829,427.945,143.303,162.651,456.332,254.593,95.9149,344.065,272.043,81.6064,335.676,317.715,48.5908
22544.0,0.0,368.587,-99.9766,536.2055,397.878,-47.48,374.366,431.642,14.6654,237.01214814814813,417.588,217.97,130.48016666666666,432.086,143.352,164.554,462.754,254.073,97.1955,350.821,272.67,82.2386,342.712,317.52,48.3958
22545.0,0.0,368.278,-100.184,537.314,398.957,-47.4784,375.974,434.002,14.8569,239.01066666666665,423.315,218.365,132.13133333333334,436.622,143.458,166.63316666666668,469.201,253.692,98.3831,357.763,273.103,82.1858,350.082,317.366,47.5417
22546.0,0.0,368.202,-100.321,538.216,399.976,-47.1728,377.582,436.729,15.2685,241.0091851851852,428.861,218.554,133.7825,441.093,143.574,168.71233333333333,475.395,253.212,99.88506666666666,364.626,273.338,81.5402,356.982,317.0,47.3015
22547.0,0.0,367.854,-100.493,538.989,400.56,-47.1381,379.19,439.133,15.361,243.0077037037037,434.156,218.805,135.43366666666665,445.587,143.823,170.79149999999998,481.7,253.054,101.38703333333332,370.42,273.44,81.7267,364.062,316.82,47.5038
22548.0,0.0,367.608,-100.698,539.743,401.436,-47.2726,380.798,441.569,15.6313,245.00622222222225,439.395,219.027,137.08483333333334,449.891,143.9,172.87066666666666,487.572,252.736,102.889,376.69,273.648,81.934,371.041,316.634,47.3542
