Frame,Sub Frame,Tasch:shoulder:X (mm),Tasch:shoulder:Y (mm),Tasch:shoulder:Z (mm),Tasch:shoulderElbowSupport:X (mm),Tasch:shoulderElbowSupport:Y (mm),Tasch:shoulderElbowSupport:Z (mm),Tasch:elbow:X (mm),Tasch:elbow:Y (mm),Tasch:elbow:Z (mm),Tasch:wrist:X (mm),Tasch:wrist:Y (mm),Tasch:wrist:Z (mm),Tasch:elbowWrist:X (mm),Tasch:elbowWrist:Y (mm),Tasch:elbowWrist:Z (mm),Tasch:outerKnuckle:X (mm),Tasch:outerKnuckle:Y (mm),Tasch:outerKnuckle:Z (mm),Tasch:thumbKnuckle:X (mm),Tasch:thumbKnuckle:Y (mm),Tasch:thumbKnuckle:Z (mm),Tasch:thumbTip:X (mm),Tasch:thumbTip:Y (mm),Tasch:thumbTip:Z (mm)
181.0,0.0,303.917,-77.2046,576.099,386.728,-39.7595,440.55,478.772,3.14745,326.464,554.566,220.985,204.674,526.688,128.749,260.201,606.537,254.795,155.705,499.307,249.707,125.066,487.915,265.427,78.4179
182.0,0.0,304.597,-76.8094,575.901,387.789,-39.0932,440.564,479.511,3.72102,326.224,556.056,221.196,204.327,528.027,129.108,260.186,608.054,254.94,154.844,500.927,249.543,125.22,489.457,264.884,77.6503
183.0,0.0,305.542,-76.3265,575.561,388.669,-38.3931,440.464,480.352,4.44195,326.194,557.605,221.722,203.77,529.509,129.645,260.582,609.66,254.822,153.831,502.714,249.695,125.2,490.991,264.199,76.4938
184.0,0.0,306.539,-75.7731,575.205,389.229,-38.0498,440.05,480.794,5.25171,325.553,559.038,221.94,203.645,530.456,130.049,260.273,610.967,254.74,153.354,503.827,249.725,123.832,492.351,263.94,76.1208
185.0,0.0,307.449,-75.4132,575.071,390.031,-37.3174,439.986,481.527,5.87562,325.793,560.391,222.45,202.99,531.67,130.624,260.285,612.226,255.048,152.283,505.266,249.747,122.949,493.822,263.968,76.9941
186.0,0.0,308.357,-75.0436,574.766,390.779,-36.4726,440.014,482.874,6.65619,325.935,561.426,222.774,202.359,532.549,131.214,260.036,613.625,255.061,151.163,506.794,249.985,123.021,494.873,263.814,76.3531
187.0,0.0,309.195,-74.5318,574.444,391.56,-35.9947,439.746,483.741,7.46674,325.845,562.782,223.528,201.586,533.214,131.851,259.592,615.046,255.152,150.274,508.094,250.201,123.271,495.988,263.897,74.912
188.0,0.0,310.069,-74.0781,574.123,392.512,-35.3541,439.46,484.476,8.21835,325.661,564.196,223.895,201.407,534.346,132.457,259.193,616.181,255.255,149.385,508.926,250.26,122.095,496.846,263.899,74.0456
189.0,0.0,311.066,-73.5854,573.625,393.466,-34.6167,439.141,484.884,9.0275,325.385,565.025,224.468,201.082,534.682,132.856,258.248,617.245,255.311,148.838,509.678,250.517,121.27,497.796,264.017,73.4948
190.0,0.0,311.918,-73.0706,573.236,394.058,-33.8549,438.807,485.625,9.79723,325.244,566.299,224.654,200.416,535.95,133.386,258.139,618.375,255.344,148.201,510.857,251.057,120.578,498.611,264.202,73.1796
191.0,0.0,312.808,-72.5066,573.066,394.821,-33.0882,438.383,486.511,10.3993,325.068,567.452,224.951,199.981,536.875,133.889,257.883,619.623,255.586,147.387,512.057,251.405,119.613,499.346,264.373,73.1542
