Frame,Sub Frame,Tasch:shoulder:X (mm),Tasch:shoulder:Y (mm),Tasch:shoulder:Z (mm),Tasch:shoulderElbowSupport:X (mm),Tasch:shoulderElbowSupport:Y (mm),Tasch:shoulderElbowSupport:Z (mm),Tasch:elbow:X (mm),Tasch:elbow:Y (mm),Tasch:elbow:Z (mm),Tasch:wrist:X (mm),Tasch:wrist:Y (mm),Tasch:wrist:Z (mm),Tasch:elbowWrist:X (mm),Tasch:elbowWrist:Y (mm),Tasch:elbowWrist:Z (mm),Tasch:outerKnuckle:X (mm),Tasch:outerKnuckle:Y (mm),Tasch:outerKnuckle:Z (mm),Tasch:thumbKnuckle:X (mm),Tasch:thumbKnuckle:Y (mm),Tasch:thumbKnuckle:Z (mm),Tasch:thumbTip:X (mm),Tasch:thumbTip:Y (mm),Tasch:thumbTip:Z (mm)
14483.0,0.0,378.229,-21.3357,515.865,346.163,34.1091,345.457,310.377,83.793,195.963,175.768,235.949,71.8512,230.039,182.21,116.798,184.608,279.659,21.0123,84.6612,254.612,72.4118,52.2111,298.531,61.4494
14484.0,0.0,377.874,-21.7993,515.997,346.673,33.3571,345.565,311.839,83.0165,196.096,177.876,235.893,71.8167,231.543,181.745,116.069,185.767,279.682,20.8617,86.4343,254.84,73.3385,53.6375,298.675,60.8674
14485.0,0.0,377.563,-21.9446,516.142,347.242,32.7147,345.356,312.802,82.2109,195.422,179.642,235.611,72.442,233.041,181.168,115.613,187.13,279.823,20.9242,88.6567,255.261,73.6743,55.5071,298.685,61.4848
14486.0,0.0,377.346,-22.3282,516.343,347.565,31.6388,344.68,313.533,81.2766,194.178,182.313,235.801,72.335,234.624,180.896,116.4325,188.0,279.926,19.9179,90.4444,255.287,74.5949,57.6966,298.835,62.9668
14487.0,0.0,377.075,-22.6598,516.461,348.173,30.564,344.437,314.808,80.2463,193.741,184.237,235.554,72.8082,236.988,180.925,117.252,188.983,279.766,19.30715,93.2893,255.667,75.5155,59.7268,298.985,63.9149
14488.0,0.0,376.807,-23.0774,516.583,348.746,29.7204,344.489,316.078,79.3212,194.023,187.217,235.654,73.1245,238.52,180.76,116.992,190.368,279.862,18.6964,95.0845,255.677,76.7669,61.905,299.045,63.9433
14489.0,0.0,376.59,-23.4727,516.698,349.397,28.9386,344.463,317.706,78.2013,195.152,189.602,235.624,73.6094,240.76,180.107,117.465,192.687,280.51,18.5265,97.9151,255.833,76.8183,64.2044,299.237,64.3899
14490.0,0.0,376.321,-23.798,516.769,350.068,27.9073,344.643,319.425,76.8886,195.296,192.443,235.493,74.6296,243.237,179.693,118.054,194.994,280.977,19.5012,99.9931,256.123,78.0494,66.6852,299.6,64.5486
14491.0,0.0,376.168,-24.1905,516.879,350.378,26.8188,344.503,320.469,75.5759,195.0,195.353,235.615,74.512,245.449,179.151,117.404,198.097,281.703,20.1526,102.843,256.125,77.5461,69.5417,300.155,64.1052
14492.0,0.0,376.089,-24.5274,516.954,350.617,25.5339,343.357,321.405,74.2632,194.004,197.916,235.17,75.15835,247.408,178.617,117.64,200.924,282.387,21.2059,105.438,256.41,78.0719,72.0058,300.928,63.9699
14493.0,0.0,375.875,-24.8508,517.265,351.286,24.3577,343.256,322.583,72.9505,193.195,201.288,235.386,75.8047,250.001,178.046,117.071,204.022,282.677,20.8115,108.364,256.525,78.2703,75.2594,301.922,62.8635
14494.0,0.0,375.545,-25.2438,517.603,351.791,23.3908,343.285,323.895,71.6378,193.147,203.963,235.165,76.9615,252.698,177.353,117.822,207.234,282.278,20.4171,111.489,257.126,78.2203,78.3237,302.721,61.5676
14495.0,0.0,375.319,-25.6286,517.851,352.242,22.3687,343.497,325.481,70.32509999999999,193.496,207.112,235.179,77.5698,255.697,176.66,118.229,211.53,281.973,23.0851,114.373,257.538,78.0012,81.703,303.742,60.9333
14496.0,0.0,375.082,-25.9695,518.169,352.787,21.0191,343.706,327.204,69.0124,193.921,210.614,235.205,77.7835,258.823,176.06,118.478,217.114,282.229,25.753100000000003,117.294,258.362,77.7278,85.8396,305.135,60.1539
14497.0,0.0,374.778,-26.4987,518.35,353.358,19.877,343.429,328.776,67.88759999999999,194.195,213.609,235.13,78.679,262.619,175.977,119.32,223.509,283.101,28.421100000000003,120.949,259.464,76.5556,90.24,306.911,59.3216
14498.0,0.0,374.578,-26.8357,518.641,354.016,18.6948,342.869,330.214,66.7628,194.773,216.965,235.037,79.6768,266.198,175.642,120.162,229.238,283.346,31.0891,124.504,260.461,75.4693,94.4978,308.366,58.803
14499.0,0.0,374.352,-27.1804,518.956,354.929,17.4652,343.98,331.401,65.582,194.4665,221.123,235.153,80.3523,268.227,175.228,121.004,233.945,282.893,33.7571,128.227,261.751,75.109,99.3096,310.438,57.221
14500.0,0.0,374.142,-27.655,519.307,355.961,16.9144,344.321,333.253,64.4012,194.16,224.886,235.083,81.2052,271.268,174.484,121.288,238.542,282.449,35.800925,132.283,263.65916666666664,74.6692,104.452,312.51,55.7425
14501.0,0.0,373.74,-28.1182,519.837,357.11,16.1128,344.594,336.408,63.3866,194.775,228.81,235.088,82.4235,273.583,173.791,122.01475,244.947,282.704,37.844750000000005,137.256,265.5673333333333,73.8417,110.421,314.9402777777778,55.3097
14502.0,0.0,373.523,-28.564,520.176,358.028,15.2112,344.81,337.819,62.3373,195.39,233.293,235.303,83.44605,277.374,173.166,122.7415,250.902,282.926,39.888575,142.263,267.4755,73.0826,117.247,317.37055555555554,54.1404
14503.0,0.0,373.339,-29.1701,520.738,358.734,14.5281,345.278,341.191,62.207,195.687,237.851,235.471,84.4686,281.424,173.333,123.46825,256.304,282.917,41.9324,147.656,269.38366666666667,72.4451,123.516,319.80083333333334,52.8397
14504.0,0.0,373.339,-29.6961,521.137,359.489,13.7177,345.746,342.938,60.9792,195.984,242.539,235.752,84.5968,285.745,173.014,124.195,263.1925,283.635,43.976225,153.039,271.29183333333333,71.2875,130.58,322.2311111111111,51.7156
14505.0,0.0,373.156,-30.2759,521.564,360.452,12.8446,345.861,345.166,59.7514,195.91,247.675,236.11,84.8772,291.836,172.954,125.487,270.081,283.804,46.02005,158.729,273.2,70.4063,137.93,324.6613888888889,51.6696
14506.0,0.0,373.057,-30.7294,521.929,361.318,12.1457,346.057,348.008,59.0912,196.986,253.166,236.436,85.4644,295.758,172.934,124.74,276.638,283.704,48.063875,164.679,275.10816666666665,70.2834,145.633,327.09166666666664,51.6111
14507.0,0.0,372.914,-31.275,522.428,362.419,11.4395,346.306,350.959,58.1238,198.164,258.825,236.964,86.0585,299.476,172.285,125.079,283.218,283.787,50.1077,171.34,277.0163333333333,71.2425,153.347,329.52194444444444,50.6344
14508.0,0.0,372.853,-31.9251,522.809,363.466,10.5475,347.231,353.308,57.2232,197.846,264.594,237.444,86.6857,303.151,171.68349999999998,125.094,289.755,283.749,51.0391,177.684,278.9245,71.2889,161.061,331.9522222222222,50.1689
14509.0,0.0,372.521,-32.6557,523.399,364.613,9.95029,348.239,356.017,56.1769,198.859,270.701,237.764,87.8988,306.491,171.082,124.051,296.774,283.842,51.7504,184.62,280.8326666666667,71.1218,170.23096296296296,334.3825,50.1071
14510.0,0.0,372.47,-33.3351,523.895,365.452,9.18908,348.172,358.621,55.5841,199.186,276.988,238.02,87.9187,310.526,170.965,124.379,303.933,283.726,53.0539,191.993,282.74083333333334,71.1938,179.40092592592595,336.8127777777778,50.4855
14511.0,0.0,372.443,-33.8031,524.317,366.531,8.21786,348.801,361.462,54.668,200.304,282.919,237.972,87.035,314.924,170.775,125.143,311.4985,283.792,54.3574,199.106,284.649,71.7654,188.5708888888889,339.24305555555554,50.0966
14512.0,0.0,372.231,-34.6221,525.079,367.499,7.50286,349.352,364.535,53.9114,201.594,288.032,237.606,86.2676,319.322,170.296,125.588,319.064,283.551,55.22305,207.23947619047615,286.55716666666666,71.5247,197.74085185185183,341.67333333333335,50.8436
14513.0,0.0,372.101,-35.3175,525.758,368.738,6.78125,350.026,367.445,53.2743,202.118,293.455,237.669,86.4484,323.545,169.812,125.966,326.6295,283.323,56.0887,215.3729523809524,288.4653333333333,71.6491,206.9108148148148,344.1036111111111,50.1719
14514.0,0.0,372.007,-35.9445,526.283,370.216,6.25624,350.766,370.309,52.494,203.134,300.89733333333334,238.814,88.60093333333334,330.179,170.365,127.037,334.195,282.976,57.1865,223.50642857142856,290.37350000000004,72.2696,216.08077777777777,346.5338888888889,49.4698
14515.0,0.0,371.812,-36.5633,526.785,371.313,5.65378,351.84,373.23,52.0977,204.3,308.33966666666663,239.959,90.75346666666668,336.813,170.918,128.108,341.9209333333333,282.374,58.4316,231.63990476190477,292.2816666666667,71.9872,225.25074074074075,348.96416666666664,49.4422
14516.0,0.0,371.756,-37.2564,527.377,372.289,5.06144,352.425,376.347,51.3049,204.714,315.782,241.104,92.906,342.404,171.111,129.18,349.64686666666665,281.733,59.63,239.77338095238093,294.1898333333333,71.9458,234.4207037037037,351.39444444444445,49.4571
14517.0,0.0,371.727,-37.9665,528.071,373.654,4.39912,352.776,379.39,50.8633,205.82,321.716,240.424,91.83155,348.286,171.289,130.252,357.3728,280.984,60.86435,247.90685714285715,296.098,70.9787,243.59066666666664,353.8247222222222,48.7612
14518.0,0.0,371.49,-38.6102,528.726,375.034,3.78078,354.1265,382.361,50.4809,206.542,327.477,240.462,90.7571,353.922,171.831,131.324,365.0987333333333,280.227,62.0987,256.04033333333336,298.0061666666667,71.2341,252.76062962962965,356.255,47.965
14519.0,0.0,371.36,-39.2735,529.27,376.406,3.31465,355.477,385.538,49.9102,207.902,334.479,240.843,92.09626666666666,360.617,172.242,132.396,372.8246666666666,279.479,62.6276,264.1738095238095,299.91433333333333,71.145,261.9305925925926,358.134,47.7731
14520.0,0.0,371.31,-40.0229,529.958,377.517,2.7258,356.447,388.524,49.9147,209.262,341.284,240.958,93.43543333333334,367.03,172.369,133.468,380.5506,278.742,63.6979,272.30728571428574,301.8225,71.2803,271.1005555555556,360.013,46.8006
14521.0,0.0,371.243,-40.6333,530.732,378.543,2.239,357.359,391.521,49.4521,210.70025,348.085,241.12,94.7746,370.3275,171.7955,134.54,388.2765333333333,277.649,65.07913333333333,280.44076190476187,303.7306666666667,70.9709,280.27051851851854,361.36,45.873
14522.0,0.0,371.238,-41.2608,531.63,379.669,1.96504,358.376,394.475,48.9879,212.1385,355.31,241.664,95.9993,373.625,171.222,135.612,396.0024666666667,276.50350000000003,66.46036666666666,288.5742380952381,305.63883333333337,70.6439,289.44048148148147,362.681,45.0322
