Frame,Sub Frame,Tasch:shoulder:X (mm),Tasch:shoulder:Y (mm),Tasch:shoulder:Z (mm),Tasch:shoulderElbowSupport:X (mm),Tasch:shoulderElbowSupport:Y (mm),Tasch:shoulderElbowSupport:Z (mm),Tasch:elbow:X (mm),Tasch:elbow:Y (mm),Tasch:elbow:Z (mm),Tasch:wrist:X (mm),Tasch:wrist:Y (mm),Tasch:wrist:Z (mm),Tasch:elbowWrist:X (mm),Tasch:elbowWrist:Y (mm),Tasch:elbowWrist:Z (mm),Tasch:outerKnuckle:X (mm),Tasch:outerKnuckle:Y (mm),Tasch:outerKnuckle:Z (mm),Tasch:thumbKnuckle:X (mm),Tasch:thumbKnuckle:Y (mm),Tasch:thumbKnuckle:Z (mm),Tasch:thumbTip:X (mm),Tasch:thumbTip:Y (mm),Tasch:thumbTip:Z (mm)
3804.0,0.0,284.008,-51.2314,560.796,281.16,4.46155,385.651,271.29,57.62975,235.134,165.808,229.483,97.9536074074074,209.771,165.339,151.20675,190.804,272.863,52.73083076923077,78.948,257.938,85.72751851851852,50.241,303.894,81.07315
3805.0,0.0,284.169,-52.2029,561.524,282.659,3.10957,386.108,274.072,56.4769,236.443,168.809,229.968,99.97944444444444,212.828,165.156,152.84550000000002,193.41,273.929,55.08554615384615,81.1314,258.272,88.01570370370371,52.8305,304.152,83.3856
3806.0,0.0,283.931,-53.1402,561.884,283.82,1.73657,386.602,276.679,55.4806,236.639,171.542,230.218,102.00528148148148,215.408,164.648,154.48425,195.956,274.69,57.44026153846154,83.9895,258.882,90.30388888888888,55.1899,304.301,85.54012499999999
3807.0,0.0,283.972,-54.2503,562.355,284.854,0.590876,386.874,279.193,54.6056,237.365,174.803,230.74,104.03111851851853,218.458,164.305,156.123,198.958,275.845,59.79497692307692,87.3295,259.081,92.59207407407408,58.3047,304.503,87.69465
3808.0,0.0,283.888,-55.2454,562.88,286.599,-0.586287,387.783,282.297,53.61485,238.1075,178.278,231.138,106.05695555555556,221.987,164.181,158.25383333333332,201.787,277.0,62.14969230769231,90.4068,259.336,94.88025925925926,60.5416,304.559,89.849175
3809.0,0.0,284.005,-56.1362,563.782,288.468,-1.55215,388.783,284.825,52.6241,238.85,181.921,231.717,108.08279259259258,226.154,164.715,160.38466666666665,205.431,278.12966666666665,64.5044076923077,93.9055,259.774,97.16844444444445,63.2559,304.353,92.0037
3810.0,0.0,284.08,-57.1565,564.298,289.976,-2.77242,389.56,287.72085714285714,51.79398571428571,239.8401428571429,185.626,232.168,110.10862962962962,231.212,165.091,162.51549999999995,208.805,279.25933333333336,66.85912307692308,97.2512,259.833,99.45662962962965,66.5369,304.29,93.64456666666666
3811.0,0.0,284.025,-58.1402,564.786,291.169,-3.79694,390.313,290.6167142857143,50.96387142857143,240.8302857142857,189.109,232.536,112.13446666666664,234.713,165.176,164.64633333333333,212.267,280.389,69.21383846153846,100.775,260.189,101.74481481481482,69.7473,304.185,95.28543333333332
3812.0,0.0,283.94,-58.9505,565.312,293.01,-4.83806,390.328,293.51257142857145,50.13375714285714,241.82042857142855,193.328,233.235,114.16030370370368,238.576,164.756,166.77716666666666,215.893,281.6863333333333,71.56855384615385,104.717,260.506,104.033,73.1747,304.113,96.9263
3813.0,0.0,283.912,-60.0116,566.21,294.783,-5.41975,391.107,296.40842857142854,49.30364285714285,242.81057142857145,197.624,233.816,116.18614074074073,241.417,164.414,168.908,219.983,282.9836666666667,73.92326923076922,108.464,260.529,105.466,76.6248,303.905,97.2757
3814.0,0.0,284.002,-60.5889,567.011,295.984,-6.62684,392.268,299.3042857142857,48.47352857142857,243.8007142857143,201.831,234.27,118.21197777777778,245.045,164.06,169.86,223.985,284.281,76.27798461538461,112.806,260.841,106.486,80.1749,303.962,98.643
3815.0,0.0,283.931,-61.3838,567.617,297.449,-7.67402,392.798,302.20014285714285,47.643414285714286,244.79085714285716,205.861,234.692,120.2378148148148,248.646,163.828,171.016,228.371,285.275,78.6327,116.956,261.01,107.846,83.9497,304.028,99.4245
3816.0,0.0,284.067,-62.2629,568.056,299.195,-8.20911,393.768,305.096,46.8133,245.781,210.404,235.335,122.26365185185183,251.938,163.529,172.005,232.706,286.248,80.98741538461539,120.733,261.047,108.758,87.7031,303.835,99.6692
3817.0,0.0,284.166,-63.0974,568.529,300.971,-9.03406,394.615,308.671,46.0303,247.2695,215.664,236.038,124.28948888888888,255.621,163.162,173.4605,237.074,287.185,83.34213076923078,125.185,261.434,109.314,92.3629,304.385,99.7418
3818.0,0.0,284.199,-63.8562,569.093,302.188,-9.67844,394.973,311.813,45.654,248.758,220.774,236.741,126.31532592592592,259.649,163.088,174.916,241.824,288.041,85.69684615384615,130.016,261.984,110.009,97.3972,305.119,99.2615
3819.0,0.0,284.325,-64.5723,569.717,303.677,-10.4311,396.088,314.892,44.8747,250.064,225.15,236.933,128.34116296296295,263.157,162.885,176.31933333333333,246.474,288.861,88.05156153846153,134.807,262.5,110.743,101.836,305.699,99.0637
3820.0,0.0,284.354,-65.3734,570.269,305.694,-11.2025,396.921,317.684,44.2852,250.707,229.204,236.757,130.367,266.932,162.349,177.72266666666667,251.718,289.727,90.40627692307692,139.605,263.127,110.48,106.95,306.515,98.4344
3821.0,0.0,284.436,-66.1309,570.835,306.927,-11.8714,397.574,321.058,43.828,252.09966666666665,233.893,237.113,131.71533333333332,270.71,162.349,179.126,257.057,290.346,92.7609923076923,144.641,263.751,110.46,112.369,307.408,97.6592
3822.0,0.0,284.518,-66.7881,571.346,308.284,-12.6781,398.492,324.271,43.2925,253.4923333333333,238.413,237.367,133.06366666666668,274.564,162.134,180.455,262.621,291.05,95.1157076923077,149.828,264.603,110.868,117.625,308.534,96.5578
3823.0,0.0,284.697,-67.5248,571.805,310.245,-13.1478,399.244,327.123,42.8366,254.885,242.979,237.467,134.412,278.672,161.868,181.446,268.243,291.791,97.47042307692308,155.294,265.789,111.027,123.939,310.032,95.7737
3824.0,0.0,284.982,-68.1299,572.272,311.985,-13.6903,400.221,330.651,42.2869,256.1055,247.728,237.753,135.562,282.743,161.851,182.141,274.222,292.106,99.82513846153846,160.603,266.833,110.873,130.129,311.496,95.1271
3825.0,0.0,285.176,-68.737,572.562,313.508,-14.6208,401.198,332.779,42.0263,257.326,254.339,238.805,137.56933333333333,289.245,162.622,184.357,279.889,292.592,102.17985384615385,166.158,267.978,110.392,136.608,313.297,93.6504
3826.0,0.0,285.391,-69.2574,573.107,314.978,-14.9858,402.025,336.349,41.5245,258.8515,259.603,239.857,139.57666666666668,294.613,163.393,186.573,285.687,293.09,104.53456923076922,172.347,269.5065,110.648,143.386,314.857,92.6237
3827.0,0.0,285.678,-69.9354,573.699,316.671,-15.5076,403.236,340.286,41.6238,260.377,265.271,240.161,141.584,299.268,163.377,188.789,291.858,293.364,106.8892846153846,178.69,271.035,110.533,150.255,316.508,91.8306
3828.0,0.0,285.967,-70.5075,574.159,318.297,-16.1996,403.907,344.0,41.7532,261.90250000000003,270.742,240.604,142.569,303.543,163.299,191.005,298.347,293.9,109.244,185.086,272.56350000000003,110.78,157.628,318.324,91.9585
3829.0,0.0,286.072,-71.0777,574.7,320.054,-16.3865,404.893,346.111,40.5704,263.428,276.182,240.9,143.605,308.132,163.563,192.326,304.306,294.133,110.5885,191.725,274.092,110.58,164.578,319.813,91.7783
3830.0,0.0,286.333,-71.5541,575.248,321.516,-16.9266,405.769,348.614,40.2011,263.437,281.412,241.12,144.641,312.36,163.301,192.723,310.918,294.407,111.933,197.813,275.6205,111.084,172.174,321.5055,91.7449
