Frame,Sub Frame,Tasch:shoulder:X (mm),Tasch:shoulder:Y (mm),Tasch:shoulder:Z (mm),Tasch:shoulderElbowSupport:X (mm),Tasch:shoulderElbowSupport:Y (mm),Tasch:shoulderElbowSupport:Z (mm),Tasch:elbow:X (mm),Tasch:elbow:Y (mm),Tasch:elbow:Z (mm),Tasch:wrist:X (mm),Tasch:wrist:Y (mm),Tasch:wrist:Z (mm),Tasch:elbowWrist:X (mm),Tasch:elbowWrist:Y (mm),Tasch:elbowWrist:Z (mm),Tasch:outerKnuckle:X (mm),Tasch:outerKnuckle:Y (mm),Tasch:outerKnuckle:Z (mm),Tasch:thumbKnuckle:X (mm),Tasch:thumbKnuckle:Y (mm),Tasch:thumbKnuckle:Z (mm),Tasch:thumbTip:X (mm),Tasch:thumbTip:Y (mm),Tasch:thumbTip:Z (mm)
17836.0,0.0,371.364,-52.4292,533.829,358.408,8.51002,365.842,347.809,70.5308,220.354,241.672,242.799,96.792,284.053,178.288,144.643,261.534,288.356,50.71088461538461,150.207,267.078,76.1644,116.944,306.405,57.9862
17837.0,0.0,371.037,-53.1053,534.337,359.271,7.93127,366.041,350.028,69.8353,220.903,245.637,243.171,97.6976,287.281,178.109,145.80599999999998,265.385,288.849,52.40135384615385,154.412,267.674,77.058,121.621,307.059,57.9311
17838.0,0.0,370.73,-53.7884,534.919,360.139,7.031,366.936,352.553,68.9349,221.947,249.566,243.518,99.16706666666666,290.257,177.82,146.969,269.864,289.573,54.09182307692308,158.01,268.033,77.3764,126.111,307.832,57.7545
17839.0,0.0,370.504,-54.6623,535.641,361.199,6.04902,367.71,355.039,68.42,222.991,253.432,243.715,100.63653333333332,293.844,177.308,148.21,274.495,290.261,55.78229230769232,162.505,268.936,77.3148,130.216,308.638,57.3179
17840.0,0.0,370.086,-55.4547,536.342,362.41,5.43278,368.365,357.429,67.6361,223.455,257.678,244.124,102.106,297.632,177.452,148.431,279.226,290.761,57.47276153846154,167.332,269.721,77.4505,134.927,309.578,58.389
17841.0,0.0,369.814,-56.3095,536.927,363.518,4.62076,369.205,360.055,66.7561,224.212,262.036,244.544,102.658,300.954,177.307,149.349,283.796,291.02,59.16323076923077,171.281,270.346,77.2955,140.071,310.558,59.1541
17842.0,0.0,369.53,-57.2431,537.606,364.721,3.76617,370.214,362.298,66.292,224.969,266.359,244.724,103.903,304.594,177.083,151.111,288.563,291.608,60.8537,175.767,270.991,77.8769,145.048,311.429,58.8879
17843.0,0.0,369.095,-58.1205,538.41,365.702,3.13181,370.752,364.742,65.3165,226.15,271.011,245.18,104.586,310.848,177.515,152.873,293.601,292.264,62.26328333333333,180.684,271.841,78.6023,149.88,312.199,58.393
17844.0,0.0,368.712,-59.037,539.112,366.864,2.13494,371.194,367.4118,64.59907000000001,227.371,275.59,245.49,105.684,314.842,177.947,154.635,298.804,292.891,63.67286666666667,185.95,272.793,79.8138,155.016,313.02,58.3638
17845.0,0.0,368.688,-60.0259,539.926,367.7,1.12884,372.166,370.0816,63.88164,228.592,280.195,245.661,106.976,318.259,178.02,155.014,303.955,293.236,65.08245,190.863,273.571,79.7882,160.693,314.033,59.0623
17846.0,0.0,368.596,-60.8928,540.521,368.943,0.0378766,373.159,372.7514,63.16421,229.813,285.226,245.991,108.45275,322.041,177.669,156.289,309.163,293.498,66.49203333333334,196.092,274.335,79.2598,166.128,314.956,59.7354
17847.0,0.0,368.107,-61.8343,540.96,370.286,-0.851579,373.893,375.4212,62.44678,231.034,291.094,246.863,109.9295,325.515,177.389,157.564,314.167,293.776,67.90161666666667,201.39,275.23,79.7424,171.794,315.786,59.6221
17848.0,0.0,367.805,-63.0783,541.656,371.463,-1.70694,374.954,378.091,61.72935,232.255,296.453,247.357,111.40625,328.852,177.163,157.814,319.364,294.143,69.3112,206.838,276.202,80.2552,177.608,316.628,59.1934
17849.0,0.0,367.583,-64.0431,542.218,372.593,-2.83259,375.73,380.7608,61.01192,233.476,300.908,247.584,112.883,332.757,176.988,159.012,324.925,294.365,70.5651,212.418,277.114,80.8898,183.283,317.6,59.1265
17850.0,0.0,367.487,-65.1556,542.941,373.701,-3.51234,376.506,383.4306,60.29449,234.697,305.218,247.631,113.571,336.379,176.703,160.03,330.761,294.729,72.04889166666666,218.156,277.952,81.1502,189.331,318.759,59.2321
17851.0,0.0,367.326,-66.1529,543.672,374.886,-4.7364,377.287,386.1004,59.57706,235.918,309.778,247.582,114.58,340.345,176.349,161.268,336.422,294.856,73.53268333333334,223.984,278.98,81.3912,195.239,319.873,58.653
17852.0,0.0,367.048,-67.0856,544.525,376.11,-5.48821,378.303,388.7702,58.85963,237.139,314.245,247.376,115.809,344.054,175.985,162.286,342.206,295.134,75.016475,229.494,279.984,81.542,201.419,320.714,58.6931
17853.0,0.0,366.897,-68.0392,545.155,377.616,-6.49826,379.468,391.44,58.1422,238.36,319.102,247.482,116.904,347.96,175.796,162.425,348.205,295.336,76.50026666666666,235.212,280.829,81.2584,208.03,321.896,59.2321
17854.0,0.0,366.685,-68.974,545.65,378.918,-7.40005,380.538,394.709,57.4931,239.781,324.89,247.861,117.642,352.11,175.42,164.14960000000002,354.269,295.472,77.98405833333334,241.085,281.762,82.1493,214.851,323.273,59.5307
17855.0,0.0,366.505,-69.8267,546.168,379.736,-8.38733,381.644,397.328,57.0292,241.202,331.231,248.324,118.685,358.611,175.873,165.8742,360.378,295.335,79.46785,247.082,282.955,83.2813,221.098,324.293,59.7805
17856.0,0.0,366.479,-70.8567,546.81,380.533,-9.59772,382.168,400.41,56.0458,242.623,336.846,248.895,120.22566666666668,363.734,176.359,167.5988,366.411,295.255,80.95164166666666,253.442,283.954,83.7622,227.744,325.258,59.9694
17857.0,0.0,366.124,-71.7691,547.686,381.733,-10.2768,383.272,402.518,55.1206,244.1545,342.521,249.02,121.76633333333334,368.247,176.105,169.3234,372.538,295.235,82.43543333333334,259.619,284.813,84.26,234.706,326.545,60.2372
17858.0,0.0,365.949,-72.6609,548.424,383.368,-11.0394,384.3976666666667,405.027,54.6101,245.686,347.286,248.786,123.307,372.332,175.62,171.048,378.9,295.071,83.919225,265.944,285.698,85.0959,241.339,327.791,60.8134
17859.0,0.0,365.758,-73.5585,549.033,384.617,-11.6858,385.5233333333333,407.663,53.7545,246.638,352.034,248.627,124.4015,376.964,175.808,172.182,385.076,294.811,85.40301666666666,272.058,286.719,85.9629,248.05,328.805,61.0264
17860.0,0.0,365.551,-74.4036,549.564,385.786,-12.5596,386.649,410.513,53.2281,248.363,357.276,248.607,125.496,382.274,175.442,173.387,391.354,294.578,86.88680833333333,278.225,287.744,86.6749,254.967,329.647,60.8829
