Frame,Sub Frame,Tasch:shoulder:X (mm),Tasch:shoulder:Y (mm),Tasch:shoulder:Z (mm),Tasch:shoulderElbowSupport:X (mm),Tasch:shoulderElbowSupport:Y (mm),Tasch:shoulderElbowSupport:Z (mm),Tasch:elbow:X (mm),Tasch:elbow:Y (mm),Tasch:elbow:Z (mm),Tasch:wrist:X (mm),Tasch:wrist:Y (mm),Tasch:wrist:Z (mm),Tasch:elbowWrist:X (mm),Tasch:elbowWrist:Y (mm),Tasch:elbowWrist:Z (mm),Tasch:outerKnuckle:X (mm),Tasch:outerKnuckle:Y (mm),Tasch:outerKnuckle:Z (mm),Tasch:thumbKnuckle:X (mm),Tasch:thumbKnuckle:Y (mm),Tasch:thumbKnuckle:Z (mm),Tasch:thumbTip:X (mm),Tasch:thumbTip:Y (mm),Tasch:thumbTip:Z (mm)
19009.0,0.0,376.337,-50.9475,516.639,361.875,-0.383337,343.463,341.293,53.5536,194.855,234.966,227.051,87.3271,281.364,167.834,121.85,255.485,273.905,42.17606666666667,144.392,259.396,70.5193,119.901,309.455,44.8839
19010.0,0.0,376.081,-51.4994,517.453,363.437,-1.11893,343.559,343.386,52.5393,194.157,239.789,227.215,88.0004,286.175,167.879,122.561,260.982,274.884,44.4673,149.732,260.391,71.1525,125.407,310.663,44.9254
19011.0,0.0,376.072,-51.9464,518.3385000000001,364.869,-1.92383,344.1,346.764,51.525,194.959,244.661,227.418,88.7151,290.776,167.771,122.926,267.896,275.6055,46.75853333333333,155.105,261.232,71.508,131.357,311.933,44.2516
19012.0,0.0,375.883,-52.5011,519.224,366.462,-2.7994,344.831,351.027,51.2397,196.653,249.668,227.627,89.8901,294.916,167.421,123.036,272.997,276.327,49.04976666666667,160.608,262.017,71.3672,137.676,313.284,44.0673
19013.0,0.0,375.823,-52.9466,520.185,367.943,-3.59264,345.383,354.158,50.1566,198.347,255.103,227.901,91.0551,299.848,166.811,123.649,278.589,276.612,51.341,166.209,262.706,71.1934,143.871,314.382,43.5905
19014.0,0.0,375.649,-53.44,520.969,369.351,-4.61897,345.949,356.823,49.072,198.115,260.72,228.187,92.1225,304.27,166.314,124.3,284.834,276.941,52.671625,171.529,263.446,71.8422,150.521,315.526,44.0321
19015.0,0.0,375.685,-54.1061,521.724,370.861,-5.39308,346.353,360.136,48.3855,199.319,266.28,228.242,93.3302,308.174,165.9,124.383,291.126,277.251,54.00225,177.78,264.457,72.0295,157.155,316.868,44.7811
19016.0,0.0,375.593,-54.7917,522.323,372.65,-5.91263,347.246,363.621,47.5872,200.043,272.138,228.499,93.6893,312.71,165.23700000000002,125.004,297.163,277.484,55.332875,184.335,265.546,72.1998,164.333,318.431,43.8649
19017.0,0.0,375.55,-55.2429,523.181,374.518,-6.82363,348.259,367.148,46.9869,201.022,278.027,228.757,94.5459,317.222,164.574,125.529,303.883,277.68,56.6635,190.61,266.557,72.5192,171.47,319.594,44.4602
19018.0,0.0,375.588,-55.6162,524.063,375.969,-7.70376,349.272,370.686,46.1344,201.943,284.055,229.056,95.4409,321.523,164.212,126.127,310.301,277.716,57.89,197.23,267.356,72.4198,178.974,320.886,45.1859
19019.0,0.0,375.549,-56.2958,525.0545,377.816,-8.38842,350.337,374.528,45.3849,203.1925,290.085,229.254,96.0508,325.957,163.885,125.975,317.241,277.779,58.8851,203.738,268.441,72.7365,186.309,322.123,44.7204
19020.0,0.0,375.772,-56.8002,526.046,379.297,-9.21865,351.402,377.777,44.5994,204.442,296.336,229.411,96.6656,332.46025,164.16275,128.4855,324.174,277.731,59.8802,210.577,269.646,72.9853,194.081,323.65,44.1828
19021.0,0.0,375.81,-57.3489,526.851,380.79,-10.0468,351.897,381.155,43.9482,205.32,302.786,229.702,97.6151,338.9635,164.4405,130.99599999999998,331.398,277.758,61.073,217.997,270.937,72.632,202.91765,325.127,43.8778
19022.0,0.0,375.784,-57.8326,527.553,382.892,-10.6608,353.21000000000004,385.243,43.7628,206.9325,309.604,229.853,98.4072,345.46675000000005,164.71825,133.5065,338.612,277.546,62.087,225.147,272.124,72.7001,211.7543,326.385,43.7637
19023.0,0.0,375.607,-58.4684,528.48,384.693,-11.3459,354.523,389.433,42.6766,208.545,315.868,229.945,99.2908,351.97,164.996,136.017,345.978,277.233,63.0695,232.2,273.359,72.3757,220.59095,327.711,43.8104
19024.0,0.0,375.713,-58.7861,529.246,385.928,-12.342,355.749,392.109,41.6692,209.489,322.567,229.813,99.3686,356.48,164.346,135.526,353.401,276.781,64.2093,239.359,274.462,72.0041,229.4276,328.913,43.0725
19025.0,0.0,375.76,-59.1842,529.986,387.895,-12.7039,356.77,395.366,41.1032,210.563,328.919,230.327,100.324,361.486,163.696,135.499,361.0477333333333,276.496,64.9361,247.20466666666667,275.8206666666667,71.5842,238.26425,330.441,42.7773
19026.0,0.0,375.745,-59.6104,530.69,389.727,-13.4845,357.813,398.919,40.5477,211.567,335.799,230.528,101.706,367.059,163.606,136.414,368.6944666666667,276.04,65.5201,255.05033333333336,277.1793333333333,71.508,247.1009,331.793,41.5467
19027.0,0.0,375.823,-59.8127,531.419,391.113,-14.0191,358.825,402.768,39.8115,213.067,342.249,230.623,103.088,372.742,163.183,137.232,376.3412,275.595,65.9402,262.896,278.538,70.9873,255.93755,332.887,40.0467
19028.0,0.0,375.883,-60.244,532.361,392.756,-14.3023,359.951,406.178,39.134,214.567,349.174,230.893,103.856,377.747,162.454,138.05,383.9879333333333,275.12,66.9338,270.7416666666667,279.752,70.8646,264.7742,334.058,39.781
19029.0,0.0,375.926,-60.554,533.207,394.376,-15.0076,361.2375,409.666,38.5077,215.73,355.761,230.861,104.234,384.348,162.946,139.39633333333333,391.63466666666665,274.447,68.14775,278.58733333333333,281.104,70.49,273.61085,335.35,39.5096
19030.0,0.0,376.015,-60.6426,533.959,395.638,-15.7655,362.524,413.115,38.1727,216.937,362.7375,231.22,105.6265,389.815,162.85,140.74266666666668,399.2814,273.803,69.3617,286.433,282.123,70.7736,282.4475,336.354,39.1381
19031.0,0.0,375.958,-60.9193,534.594,397.465,-15.8043,363.467,416.793,37.6311,218.37633333333332,369.714,231.268,107.019,395.243,162.2055,142.089,406.9281333333333,273.141,70.1187,294.27866666666665,283.391,69.9363,291.28415,337.083,38.9943
19032.0,0.0,375.949,-61.2361,535.276,398.824,-15.9632,364.516,419.672,37.247,219.81566666666663,376.814,231.125,107.475,400.545,161.561,143.013,414.57486666666665,272.128,70.9558,302.1243333333333,284.33,70.2441,300.12080000000003,337.976,37.8736
19033.0,0.0,376.005,-61.5336,535.636,399.769,-16.7691,365.303,423.181,36.6429,221.255,383.356,231.171,108.102,405.809,160.937,144.63966666666667,422.2216,271.249,71.663,309.97,285.154,70.1755,308.95745,337.965,36.596900000000005
