Frame,Sub Frame,Tasch:shoulder:X (mm),Tasch:shoulder:Y (mm),Tasch:shoulder:Z (mm),Tasch:shoulderElbowSupport:X (mm),Tasch:shoulderElbowSupport:Y (mm),Tasch:shoulderElbowSupport:Z (mm),Tasch:elbow:X (mm),Tasch:elbow:Y (mm),Tasch:elbow:Z (mm),Tasch:wrist:X (mm),Tasch:wrist:Y (mm),Tasch:wrist:Z (mm),Tasch:elbowWrist:X (mm),Tasch:elbowWrist:Y (mm),Tasch:elbowWrist:Z (mm),Tasch:outerKnuckle:X (mm),Tasch:outerKnuckle:Y (mm),Tasch:outerKnuckle:Z (mm),Tasch:thumbKnuckle:X (mm),Tasch:thumbKnuckle:Y (mm),Tasch:thumbKnuckle:Z (mm),Tasch:thumbTip:X (mm),Tasch:thumbTip:Y (mm),Tasch:thumbTip:Z (mm)
15429.0,0.0,391.305,-33.6397,516.279,349.901,19.6964,345.381,310.572,71.2765,197.308,179.86,223.622,75.6119,231.35,170.391,121.595,195.425,264.813,27.7299,89.5546,253.918,72.3119,61.2192,300.537,53.6402
15430.0,0.0,390.984,-34.0749,516.784,350.765,19.1085,345.611,312.907,70.7835,198.476,182.835,224.187,75.9102,233.513,170.475,120.953,197.095,265.249,27.3652,91.8534,254.552,73.1525,64.5752,301.74,54.3442
15431.0,0.0,390.58,-34.3856,517.35,352.28,18.8899,346.626,315.016,70.3569,198.602,185.723,224.333,77.00735,235.946,170.373,121.694,200.444,266.264,27.8425,94.9394,255.307,73.1322,67.2563,302.693,55.0652
15432.0,0.0,390.249,-34.606,517.926,353.623,18.4104,347.641,316.766,69.9927,198.15,188.824,224.994,78.1045,239.124,170.539,122.674,202.794,266.857,27.4566,97.9593,256.238,74.29,70.8949,303.829,55.8839
15433.0,0.0,389.924,-34.7781,518.634,354.252,17.7667,348.006,318.764,69.3485,198.146,191.49,225.383,79.0322,242.143,170.774,123.616,205.11,267.331,27.1536,101.072,257.123,75.111,74.3041,305.34,56.4223
15434.0,0.0,389.616,-34.9128,519.281,355.243,17.0709,348.349,321.229,69.0162,199.352,195.12,225.945,79.9289,245.138,170.897,124.091,208.231,267.94,26.302,104.961,258.479,75.5775,77.8241,306.697,56.9643
15435.0,0.0,389.255,-35.0804,520.14,356.323,16.5449,348.546,323.357,68.7756,198.982,198.324,226.456,79.7369,247.628,170.842,123.42,211.708,268.47,27.048,107.965,259.426,76.7334,81.9812,308.183,57.3399
15436.0,0.0,388.849,-35.223,520.477,357.664,16.3001,348.824,325.634,68.4062,199.45,201.892,227.142,80.7916,250.755,170.799,124.426,217.327,269.76133333333337,29.227366666666665,111.499,260.347,77.1134,86.1094,309.988,58.3651
15437.0,0.0,388.543,-35.4561,520.723,358.908,16.406,349.165,328.354,68.1789,200.477,205.757,227.682,82.0493,254.066,171.138,124.507,222.142,271.05266666666665,31.40673333333333,116.029,261.668,77.5278,90.1763,311.29,59.3324
15438.0,0.0,388.058,-35.6368,521.378,359.79,16.2842,349.723,330.645,68.2343,200.486,209.617,228.256,81.9368,257.425,171.397,125.552,226.662,272.344,33.5861,120.186,262.989,77.8785,94.4586,312.598,60.2111
15439.0,0.0,387.676,-35.868,522.129,360.736,15.7844,349.848,332.722,67.6196,199.917,213.627,228.968,81.998,260.352,171.641,126.121,231.218,273.322,35.11016,124.081,264.31,77.9247,99.4142,314.475,59.5643
15440.0,0.0,387.487,-35.9526,522.726,361.711,15.2824,350.433,335.501,67.5423,200.661,217.531,229.786,82.4897,264.822,171.986,126.818,236.065,274.191,36.63422,128.083,265.292,78.8953,104.387,316.352,58.687
15441.0,0.0,387.241,-36.3069,523.286,362.764,14.8636,350.806,337.811,67.3346,200.847,221.64,230.531,83.25,268.412,172.375,126.809,241.114,275.26,38.158280000000005,132.906,266.57,79.3746,109.151,317.745,58.9488
15442.0,0.0,386.884,-36.6607,523.707,364.083,14.7088,351.522,340.386,67.1949,201.823,226.066,231.211,84.224,271.5,172.404,126.729,245.979,276.329,39.68234,138.108,267.944,78.3974,114.279,319.3175,59.3086
15443.0,0.0,386.528,-37.1904,524.175,365.038,14.7437,351.859,342.972,67.2867,202.139,230.978,232.14157142857144,84.703,275.272,172.728,127.603,251.346,277.515,41.2064,142.854,269.318,77.3912,119.623,320.89,59.0508
15444.0,0.0,386.195,-37.7987,524.77,366.015,14.3428,351.968,345.425,67.0603,202.372,235.88,233.0721428571429,84.7565,279.059,173.145,126.827,256.662,278.701,42.4616,148.267,270.6546666666666,77.9276,125.424,322.52,59.1937
15445.0,0.0,386.062,-38.2857,525.009,367.133,14.0258,352.178,348.337,66.8373,203.591,240.702,234.0027142857143,85.0478,283.481,173.41,128.006,262.189,279.655,43.6883,153.032,271.99133333333333,77.7061,130.83,324.308,58.5673
15446.0,0.0,385.85,-38.8663,525.302,368.208,13.6364,353.074,350.644,66.7438,203.666,245.604,234.9332857142857,85.7894,288.138,173.855,129.369,268.111,280.641,44.6412,157.976,273.328,76.5964,136.57,325.795,57.7136
15447.0,0.0,385.488,-39.4379,525.91,369.387,13.2321,353.966,353.526,66.7561,204.686,250.898,235.86385714285717,86.6189,292.212,174.249,129.085,273.94,281.728,46.0724,163.717,274.9491111111111,76.4751,142.302,327.528,56.2655
15448.0,0.0,385.26,-40.0916,526.58,370.359,12.8368,354.233,356.111,66.4079,205.477,256.179,236.79442857142857,86.7113,296.641,174.57,130.5045,279.851,282.681,47.5036,169.342,276.5702222222222,75.4251,148.298,329.155,55.4748
15449.0,0.0,385.013,-40.7453,527.204,371.478,12.3363,354.371,358.772,66.2427,205.825,261.473,237.725,86.9956,300.918,175.041,131.924,286.188,283.776,48.9348,175.102,278.1913333333333,74.2812,154.965,330.94,56.2874
15450.0,0.0,384.837,-41.3828,527.708,372.227,11.6974,354.872,361.449,65.93889999999999,206.2245,266.77,238.5495,87.624,306.247,175.85425,132.206,292.759,284.681,49.7287,180.791,279.8124444444444,73.5121,161.988,332.7925,55.7727
15451.0,0.0,384.709,-41.9331,528.202,373.456,11.2576,355.631,364.126,65.6351,206.624,272.338,239.374,88.1996,312.059,176.66750000000002,133.529,299.288,285.554,51.04945,186.769,281.4335555555556,73.5356,169.139,334.645,54.7155
15452.0,0.0,384.501,-42.6404,528.851,375.147,11.0752,356.425,367.564,65.5004,208.0455,278.205,240.132,89.15,316.932,177.48075,134.852,305.817,286.138,52.3702,193.422,283.05466666666666,73.598,175.523,336.377,54.348
15453.0,0.0,384.173,-43.4473,529.369,376.334,10.2276,357.234,370.304,65.1075,209.467,284.389,241.1085,89.5526,321.265,178.294,134.793,312.423,286.701,53.6341,199.603,284.67577777777774,73.3715,182.97,338.30133333333333,52.863
15454.0,0.0,383.883,-44.2055,530.021,377.388,9.46242,357.788,373.099,64.8101,210.353,291.183,242.085,90.8545,325.484,178.476,135.268,319.097,286.998,54.9198,206.121,286.2968888888889,72.309,190.385,340.22566666666665,51.7377
15455.0,0.0,383.69,-44.8073,530.816,378.344,8.92964,358.445,375.949,64.5786,211.588,297.172,243.0615,92.1564,329.943,178.508,136.38,325.844,287.443,56.18455,212.996,287.918,70.9266,198.087,342.15,51.8996
