FRAME,X_0,Y_0,Z_0,X_1,Y_1,Z_1,X_2,Y_2,Z_2,X_3,Y_3,Z_3,X_4,Y_4,Z_4,X_5,Y_5,Z_5,X_6,Y_6,Z_6,X_7,Y_7,Z_7,X_8,Y_8,Z_8,X_9,Y_9,Z_9,X_10,Y_10,Z_10,X_11,Y_11,Z_11,X_12,Y_12,Z_12,X_13,Y_13,Z_13,X_14,Y_14,Z_14,X_15,Y_15,Z_15,X_16,Y_16,Z_16,X_17,Y_17,Z_17,X_18,Y_18,Z_18,X_19,Y_19,Z_19,X_20,Y_20,Z_20,X_21,Y_21,Z_21,X_22,Y_22,Z_22
198,352,-0.3426140998744529,159,360,-0.36971850506961346,163,376,-0.3826540894806385,161,396,-0.38950439915060997,161,412,-0.39388780295848846,128,385,-0.3831421658396721,131,413,-0.39984892681241035,145,423,-0.4077727943658829,156,427,-0.41071464121341705,119,391,-0.37303145602345467,126,421,-0.389116071164608,142,432,-0.3933756612241268,156,435,-0.393985141068697,118,396,-0.3643360622227192,125,423,-0.3790580965578556,141,432,-0.383017934858799,154,436,-0.3831162117421627,121,399,-0.35704146698117256,128,420,-0.3693692199885845,140,428,-0.37332917004823685,150,432,-0.37360781617462635,0,0,0,0,0,0
199,356,-0.33570337179824605,160,365,-0.3582115191966295,164,380,-0.3701120987534523,161,397,-0.3770018629729748,160,411,-0.3821582719683647,127,387,-0.37377260252833366,132,413,-0.39105619117617607,146,423,-0.40027619153261185,157,427,-0.40405338257551193,119,394,-0.36617081612348557,126,423,-0.3820154219865799,144,433,-0.3861609734594822,157,435,-0.386740006506443,117,399,-0.35961948707699776,125,425,-0.3731725886464119,141,434,-0.37595174461603165,153,436,-0.3754602409899235,120,401,-0.354240532964468,128,422,-0.3640289157629013,140,429,-0.3663191460072994,150,433,-0.3658592291176319,0,0,0,0,0,0
200,356,-0.34097725631681897,157,363,-0.3664270807057619,162,380,-0.3781242147088051,161,398,-0.38417014107108116,160,413,-0.38778403401374817,125,386,-0.3794550783932209,129,414,-0.3962177149951458,143,425,-0.40460339933633804,156,429,-0.40779829770326614,117,393,-0.37021227180957794,124,422,-0.3853328973054886,141,434,-0.3891032300889492,155,437,-0.3896784223616123,116,399,-0.362452894449234,123,425,-0.37651972100138664,139,434,-0.3799912929534912,151,437,-0.3799913190305233,119,402,-0.3560662642121315,125,423,-0.36805068887770176,137,431,-0.3714653514325619,148,434,-0.3714608121663332,0,0,0,0,0,0
201,357,-0.3373947442798908,156,363,-0.36538848653435707,161,378,-0.3787343241274357,159,397,-0.38604500889778137,159,412,-0.39074766263365746,123,386,-0.37801842391490936,127,413,-0.39576295763254166,142,424,-0.40493280440568924,155,429,-0.40863703191280365,115,394,-0.36797111108899117,123,423,-0.3838954344391823,140,434,-0.38849007710814476,155,437,-0.38970113918185234,114,400,-0.35958746261894703,123,426,-0.37419163808226585,139,434,-0.3778977766633034,152,437,-0.3781041391193867,118,404,-0.35282906889915466,125,424,-0.36521644704043865,137,431,-0.3689133897423744,148,435,-0.36914433538913727,0,0,0,0,0,0
202,357,-0.33893833686488506,158,365,-0.3605265449732542,162,380,-0.3718433044850826,159,397,-0.3784762732684612,158,412,-0.3831392526626587,125,386,-0.37491215020418167,128,414,-0.392300546169281,142,426,-0.40144848823547363,153,430,-0.4050235152244568,116,393,-0.3677894528955221,123,423,-0.38339627906680107,140,434,-0.3873031511902809,153,436,-0.3876369781792164,114,399,-0.3618817012757063,122,426,-0.3752263970673084,138,435,-0.37773243710398674,150,438,-0.3769449405372143,116,402,-0.3571298960596323,123,423,-0.36667863465845585,135,432,-0.3686097711324692,146,435,-0.3677457682788372,0,0,0,0,0,0
203,356,-0.33735780822689776,156,363,-0.36738425120711327,161,378,-0.3823447711765766,159,396,-0.3904426395893097,160,413,-0.3955584317445755,124,386,-0.3856886848807335,127,415,-0.40344245731830597,142,425,-0.4099760949611664,155,428,-0.41146546602249146,116,394,-0.3740679584443569,122,424,-0.3908645249903202,140,435,-0.39361024647951126,155,436,-0.3931876868009567,115,400,-0.3637336827814579,122,427,-0.3794115409255028,138,436,-0.38316750153899193,152,438,-0.38314684107899666,118,404,-0.3548302501440048,125,424,-0.36758679524064064,137,432,-0.3715784437954426,148,436,-0.37204599753022194,0,0,0,0,0,0
204,356,-0.3360749476621834,156,361,-0.36725623719394207,161,377,-0.3815502040088177,160,397,-0.38852541521191597,161,414,-0.3922988437116146,124,386,-0.3848632015287876,129,415,-0.401060052216053,144,425,-0.4060107693076134,157,428,-0.40678875893354416,117,395,-0.3723491244018078,123,425,-0.38933492451906204,142,435,-0.3915823772549629,157,437,-0.3906254321336746,116,401,-0.36115135438740253,123,428,-0.3771476559340954,140,436,-0.380892314016819,153,439,-0.38070543110370636,120,405,-0.35144425090402365,126,425,-0.3649471253156662,138,433,-0.3695710264146328,149,437,-0.37045853212475777,0,0,0,0,0,0
205,356,-0.2862908199542744,158,364,-0.3137163817882538,163,381,-0.3277585841715336,161,399,-0.3353813551366329,160,414,-0.34023479744791985,125,387,-0.332166388630867,130,417,-0.3489890545606613,145,427,-0.35491927713155746,157,429,-0.3562173992395401,117,394,-0.3219350278377533,124,426,-0.3389228545129299,143,436,-0.3416788838803768,157,438,-0.3411330245435238,115,401,-0.31271062046289444,123,428,-0.32786404341459274,140,437,-0.33050498738884926,153,439,-0.3296893574297428,118,405,-0.30481303483247757,125,426,-0.3168748691678047,138,434,-0.3199682682752609,149,437,-0.3197195567190647,0,0,0,0,0,0
206,355,-0.34036327174791836,157,362,-0.37044050358235836,163,378,-0.385236993432045,161,398,-0.3927927352488041,161,414,-0.3973766826093197,126,385,-0.39184072613716125,130,415,-0.4093596562743187,145,425,-0.414743110537529,157,429,-0.4153794124722481,116,393,-0.3797903098165989,124,425,-0.3968038111925125,143,435,-0.3984040468931198,157,437,-0.397147499024868,114,400,-0.3687601163983345,123,427,-0.3848586603999138,139,436,-0.3882463872432709,153,439,-0.3878628835082054,117,404,-0.35902549512684345,124,425,-0.3719828724861145,137,433,-0.3760179802775383,148,437,-0.3765507824718952,0,0,0,0,0,0
207,356,-0.3449704665480624,157,364,-0.3709553238004446,162,380,-0.38433006405830383,160,398,-0.39191359281539917,160,414,-0.3969337195158005,124,387,-0.38632046803832054,129,416,-0.40423281863331795,144,426,-0.4128078520298004,156,429,-0.4158934950828552,116,394,-0.3769712410867214,123,425,-0.3938290365040302,142,435,-0.39754052087664604,156,437,-0.39762355387210846,115,400,-0.3689362518489361,123,427,-0.38387973979115486,139,436,-0.38674622774124146,152,439,-0.38600194826722145,118,404,-0.36223681829869747,125,425,-0.373630752786994,138,433,-0.37626253440976143,149,436,-0.37571257166564465,0,0,0,0,0,0
