Frame,X,Y,Z
0,0.4023297131061554,0.4246842563152313,1.3880000114440918
1,0.4027082324028015,0.42443960905075073,1.3880000114440918
2,0.40269142389297485,0.42479002475738525,1.3940000534057617
3,0.40255385637283325,0.4246538579463959,1.38100004196167
4,0.40248239040374756,0.4247090220451355,1.3750001192092896
5,0.4024909436702728,0.4250260293483734,1.3690000772476196
6,0.40272510051727295,0.4249125123023987,1.3940000534057617
7,0.4029709994792938,0.4247813820838928,1.3880000114440918
8,0.4025113880634308,0.42470651865005493,1.3850001096725464
9,0.40280434489250183,0.4243866205215454,1.3970000743865967
10,0.40279892086982727,0.42413821816444397,1.38100004196167
11,0.40283480286598206,0.4237036108970642,1.3880000114440918
12,0.4027564823627472,0.4232518970966339,1.3750001192092896
13,0.40270715951919556,0.4229849576950073,1.3750001192092896
14,0.4028514325618744,0.42228925228118896,1.38100004196167
15,0.40304842591285706,0.4215869903564453,1.38100004196167
16,0.403277724981308,0.420703649520874,1.38100004196167
17,0.4038395285606384,0.41965967416763306,1.3690000772476196
18,0.404357373714447,0.4187444746494293,1.3850001096725464
19,0.4048078656196594,0.41766300797462463,1.4040000438690186
20,0.4051242172718048,0.4158729016780853,1.3880000114440918
21,0.4053058922290802,0.4142720699310303,1.3940000534057617
22,0.4053131341934204,0.41264835000038147,1.3880000114440918
23,0.40531012415885925,0.41014227271080017,1.378000020980835
24,0.4051319658756256,0.40787574648857117,1.3880000114440918
25,0.4043477475643158,0.4053892195224762,1.3880000114440918
26,0.4041299521923065,0.4029940068721771,1.3690000772476196
27,0.4035937488079071,0.3992714583873749,1.3630000352859497
28,0.4032053053379059,0.3949557840824127,1.3660000562667847
29,0.40285080671310425,0.39117181301116943,1.3750001192092896
30,0.4024047255516052,0.38777559995651245,1.3750001192092896
31,0.4007984399795532,0.3781126141548157,1.3570001125335693
32,0.4007889926433563,0.3746132254600525,1.3600000143051147
33,0.4005126655101776,0.3698243498802185,1.3690000772476196
34,0.39922305941581726,0.36029958724975586,0.0
35,0.3989682197570801,0.35767418146133423,1.3480000495910645
36,0.3981168866157532,0.3536260426044464,1.3510000705718994
37,0.39670509099960327,0.3445467948913574,1.3420000076293945
38,0.39610081911087036,0.3413197696208954,1.3330000638961792
39,0.39504754543304443,0.33610469102859497,1.3330000638961792
40,0.3933985233306885,0.32611870765686035,1.3220000267028809
41,0.3928135335445404,0.3231825530529022,1.3130000829696655
42,0.392130970954895,0.31784990429878235,1.3130000829696655
43,0.3907008469104767,0.3055820167064667,1.2940000295639038
44,0.39010223746299744,0.3015558123588562,1.2970000505447388
45,0.38970130681991577,0.29495516419410706,1.2910000085830688
